date,market,manufacturer,brand,sub_brand,package,package_type,capacity_number,sales_value,sales_hectoliters,numeric_distribution_stores_handling,avg_price_per_liter,inventory_hectoliters,weighted_distribution_tdp_reach
8/23/2022,market1,manufacturer10,brand20,sub_brand3,BARRIL,NO RETORNABLE,5000,8839761,7.015699863,0.01261089,12600.00098,18.75749969,0.003
8/23/2022,market1,ABI,brand16,sub_brand30,LATA,NO RETORNABLE,269,4849834.5,5.203199863,0.674119353,9320.798828,31.61359978,0.077399999
8/23/2022,market1,ABI,brand7,sub_brand28,BOTELLA,NO RETORNABLE,330,2023045.375,1.555299997,0.00907773,13007.71289,0,0.146500006
8/23/2022,market1,ABI,brand1,sub_brand26,BOTELLA,RETORNABLE,330,4610343936,4497.389648,6.375627518,10251.15527,4215.527344,15.45030022
8/23/2022,market1,ABI,brand12,sub_brand26,LATA,NO RETORNABLE,355,1136815.625,1.701200008,0.192244992,6682.28418,8.425000191,0.169400007
8/23/2022,market1,manufacturer10,brand20,sub_brand3,BOTELLA,NO RETORNABLE,250,12609489920,11461.97754,9.407467842,11001.14746,6101.350586,25.47859955
8/23/2022,market1,ABI,brand7,sub_brand11,BOTELLA,NO RETORNABLE,330,100337736,67.32279968,0.421593904,14903.97656,24.94729996,2.375999928
8/23/2022,market1,ABI,brand16,sub_brand3,LATA,NO RETORNABLE,269,7879453,8.482700348,0.123100251,9288.830078,1.754099965,0.181400001
8/23/2022,market1,ABI,brand58,sub_brand3,LATA,NO RETORNABLE,330,3534823680,7917.02002,1.206889629,4464.841309,994.8991699,4.108699799
8/23/2022,market1,ABI,brand16,sub_brand3,LATA,NO RETORNABLE,330,62893182976,83537.47656,34.05656815,7528.739258,44779.56641,56.73300171
8/23/2022,market1,manufacturer10,brand22,sub_brand2,BOTELLA,NO RETORNABLE,330,143051168,81.69339752,0.74266386,17510.73242,85.25409698,2.823999882
8/23/2022,market1,ABI,brand1,sub_brand1,LATA,NO RETORNABLE,330,28994140160,33476.07422,25.86675835,8661.15332,24142.91406,45.12009811
8/23/2022,market1,ABI,brand12,sub_brand3,LATA,NO RETORNABLE,330,54795919360,67677.6875,33.78789139,8096.600586,49725.28516,55.99879837
8/23/2022,market1,manufacturer17,brand34,sub_brand2,LATA,NO RETORNABLE,330,38008540,84.82240295,0.057603829,4480.956055,0,1.35529995
8/23/2022,market1,ABI,brand16,sub_brand3,BOTELLA,RETORNABLE,1000,32081852416,59614.64844,12.4132843,5381.538574,23447.72461,23.88150024
8/23/2022,market1,manufacturer12,brand21,sub_brand8,BOTELLA,NO RETORNABLE,450,277489920,155.2310028,0.443309426,17875.93945,224.3979034,2.100300074
8/23/2022,market1,manufacturer28,brand55,sub_brand2,BOTELLA,NO RETORNABLE,500,32184824,12.11470032,0.024305509,26566.70508,9.754699707,0.321999997
8/23/2022,market1,manufacturer9,brand23,sub_brand2,BOTELLA,NO RETORNABLE,330,191446752,40.49890137,0.067382358,47272.04688,7.138800144,0.828199983
8/23/2022,market1,manufacturer3,brand11,sub_brand2,LATA,NO RETORNABLE,500,46121976,24.09429932,0.226500392,19142.29297,11.96080017,1.891499996
8/23/2022,market1,manufacturer10,brand57,sub_brand25,BOTELLA,RETORNABLE,330,32046484,38.40810013,0.169264272,8343.667969,144.9351959,0.26879999
8/23/2022,market1,ABI,brand16,sub_brand5,BOTELLA,RETORNABLE,175,4858444,4.723499775,0.04018743,10285.71484,6.00909996,0.049699999
8/23/2022,market1,manufacturer16,brand43,sub_brand2,LATA,NO RETORNABLE,500,44008.14844,0.017100001,0.02451689,25669.70898,0.68870002,0.037999999
8/23/2022,market1,ABI,brand16,sub_brand5,BOTELLA,RETORNABLE,330,1.41E+11,161735.75,36.87802887,8738.036133,66970.59375,74.82740021
8/23/2022,market1,ABI,brand32,sub_brand2,BOTELLA,RETORNABLE,330,7321397760,13152.69629,1.938646913,5566.461426,3330.922852,5.890500069
8/23/2022,market1,manufacturer18,brand37,sub_brand2,BOTELLA,NO RETORNABLE,330,360362592,131.0735931,0.060805291,27493.1543,139.3628998,0.196099997
8/23/2022,market1,manufacturer34,brand64,sub_brand2,BOTELLA,NO RETORNABLE,330,88134648,15.36270046,0.165810183,57369.35547,16.27939987,0.602800012
8/23/2022,market1,manufacturer10,brand14,sub_brand3,LATA,NO RETORNABLE,355,641212672,893.9577026,1.528286815,7172.740723,1253.714355,2.394999981
8/23/2022,market1,ABI,brand26,sub_brand9,BOTELLA,NO RETORNABLE,355,28678887424,21046.35938,17.00936317,13626.53027,11629.95313,39.88370132
8/23/2022,market1,manufacturer10,brand33,sub_brand3,BOTELLA,RETORNABLE,330,402450144,548.8081055,0.907332897,7333.166504,505.368988,2.611900091
8/23/2022,market1,ABI,brand51,sub_brand3,LATA,NO RETORNABLE,269,3371642.75,4.149199963,0.27962473,8125.975586,13.71370029,0.0092
8/23/2022,market1,manufacturer41,brand74,sub_brand2,LATA,NO RETORNABLE,330,7631175.5,25.39249992,0.034365691,3005.282715,0,0.539200008
8/23/2022,market1,manufacturer29,brand77,sub_brand2,LATA,NO RETORNABLE,500,15596295,21.00889969,0.022478189,7423.673828,0,0.709900022
8/23/2022,market1,manufacturer16,brand43,sub_brand2,BOTELLA,NO RETORNABLE,500,195174.5469,0.063600004,0.00086455,30700.85352,0,0.0089
8/23/2022,market1,ABI,brand26,sub_brand9,BOTELLA,NO RETORNABLE,210,46922504,36.13330078,0.134251446,12985.94531,66.9910965,0.2051
8/23/2022,market1,manufacturer16,brand31,sub_brand2,LATA,NO RETORNABLE,500,48623980,16.46689987,0.083850473,29528.38867,29.64119911,1.40170002
8/23/2022,market1,manufacturer2,brand2,sub_brand2,LATA,NO RETORNABLE,900,438447.5625,0.233999997,0.00259364,18736.83398,0,0.057300001
8/23/2022,market1,ABI,brand16,sub_brand3,LATA,NO RETORNABLE,473,3690216448,5436.025879,1.28723073,6788.444824,786.355896,3.719399929
8/23/2022,market1,manufacturer10,brand14,sub_brand5,BOTELLA,RETORNABLE,330,3605398528,4949.123535,3.887565613,7284.922852,4472.818848,10.25119972
8/23/2022,market1,manufacturer15,brand30,sub_brand2,LATA,NO RETORNABLE,330,5574945,9.04090023,0.00367432,6166.329102,0,0.045200001
8/23/2022,market1,manufacturer10,brand14,sub_brand5,BOTELLA,NO RETORNABLE,300,1057711360,1239.011963,0.943240345,8536.732422,504.6451111,3.221400023
8/23/2022,market1,manufacturer16,brand43,sub_brand2,BOTELLA,NO RETORNABLE,330,3422919.25,0.970200002,0.00799705,35280.15234,0,0.146899998
8/23/2022,market1,ABI,brand61,sub_brand3,BOTELLA,NO RETORNABLE,330,13950,0.0594,0.00021614,2348.484863,0,0.0048
8/23/2022,market1,manufacturer10,brand20,sub_brand3,BOTELLA,RETORNABLE,330,504036544,329.9598999,0.555829585,15275.69141,159.157196,1.72420001
8/23/2022,market1,manufacturer10,brand17,sub_brand3,BOTELLA,NO RETORNABLE,330,453291136,339.8862915,1.326466799,13336.55371,394.9052124,2.545399904
8/23/2022,market1,ABI,brand16,sub_brand5,BOTELLA,RETORNABLE,1000,24968839168,46507.77344,12.65255547,5368.745117,27295.06445,19.83270073
8/23/2022,market1,ABI,brand12,sub_brand3,BOTELLA,RETORNABLE,330,2.32E+11,289254.2813,33.87825775,8025.842773,123875.5703,66.11509705
8/23/2022,market1,ABI,brand12,sub_brand3,LATA,NO RETORNABLE,473,9681042432,14573.34473,7.46178484,6642.979492,10315.08301,9.427300453
8/23/2022,market1,manufacturer37,brand67,sub_brand2,BOTELLA,NO RETORNABLE,330,46898424,14.28339958,0.07014063,32834.24219,33.95899963,0.138699993
8/23/2022,market1,manufacturer21,brand41,sub_brand3,LATA,NO RETORNABLE,473,23374936,9.423600197,0.00734864,24804.75391,0,0.257699996
8/23/2022,market1,manufacturer26,brand53,sub_brand2,BOTELLA,NO RETORNABLE,330,22864212,5.710499763,0.03122188,40039.01563,5.150499821,0.991100013
8/23/2022,market1,manufacturer10,brand22,sub_brand7,BOTELLA,NO RETORNABLE,330,341902368,186.1159058,1.425957322,18370.40234,169.0803986,4.845200062
8/23/2022,market1,manufacturer7,brand9,sub_brand2,LATA,NO RETORNABLE,330,4725218,4.213699818,0.05651189,11213.89941,1.815700054,1.31099999
8/23/2022,market1,ABI,brand16,sub_brand5,BOTELLA,NO RETORNABLE,330,30627218,40.09209824,0.02772345,7639.224121,78.91200256,0.131699994
8/23/2022,market1,ABI,brand61,sub_brand3,LATA,NO RETORNABLE,355,87012192,117.2612991,0.919836879,7420.369141,163.736496,0.645600021
8/23/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,269,4601625600,8088.890137,0.83989501,5688.821777,890.3972778,3.47939992
8/23/2022,market1,ABI,brand12,sub_brand26,BOTELLA,RETORNABLE,330,91171456,122.8448029,0.292764425,7421.678711,55.40470123,0.156599998
8/23/2022,market1,ABI,brand3,sub_brand3,BOTELLA,RETORNABLE,330,23226576,25.54920006,0.048526801,9090.90918,53.65340042,0.077299997
8/23/2022,market1,manufacturer10,brand57,sub_brand24,BOTELLA,NO RETORNABLE,355,4985780.5,3.936500072,0.067209281,12665.3877,0,0.103399999
8/23/2022,market1,manufacturer8,brand38,sub_brand2,BOTELLA,NO RETORNABLE,330,2687955.75,0.879499972,0.01220937,30563.18555,0,0.685800016
8/23/2022,market1,ABI,brand12,sub_brand3,BOTELLA,RETORNABLE,250,7017930752,7871.281738,0.761031091,8915.868164,3517.615234,2.943799973
8/23/2022,market1,ABI,brand45,sub_brand2,BOTELLA,NO RETORNABLE,250,9292597248,8644.032227,9.93479538,10750.30371,7691.334473,31.87380028
8/23/2022,market1,manufacturer22,brand46,sub_brand2,LATA,NO RETORNABLE,500,95428.39844,0.071400002,0.00662259,13359.70898,0.032200001,0.012
8/23/2022,market1,manufacturer42,brand75,sub_brand2,BOTELLA,NO RETORNABLE,330,12614324,1.995300055,0.087233149,63218.73047,3.607800007,0.379599988
8/23/2022,market1,manufacturer3,brand11,sub_brand2,BARRIL,NO RETORNABLE,5000,6808185,3.43569994,0.00583568,19815.80273,0,0.621699989
8/23/2022,market1,ABI,brand3,sub_brand3,LATA,NO RETORNABLE,330,6417970176,12687.65723,3.661849499,5058.435547,3225.446289,8.576299667
8/23/2022,market1,ABI,brand45,sub_brand2,BOTELLA,NO RETORNABLE,,12772263,7.832499981,0.325734407,16306.71387,6.205599785,0.217700005
8/23/2022,market1,manufacturer24,brand48,sub_brand2,BOTELLA,NO RETORNABLE,330,2470713.75,0.451200008,0.08312656,54754.60156,7.25150013,0.128999993
8/23/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,473,332593376,442.3905945,0.831676245,7518.092285,352.6017151,1.64199996
8/23/2022,market1,ABI,brand1,sub_brand1,BOTELLA,NO RETORNABLE,330,688722816,783.975708,0.415823013,8785.001953,380.1070862,2.716599941
8/23/2022,market1,ABI,brand16,sub_brand6,BOTELLA,NO RETORNABLE,330,87835.36719,0.115900002,0.00059757,7575.736816,0.182400003,0.0005
8/23/2022,market1,ABI,brand16,sub_brand6,LATA,NO RETORNABLE,330,2071.469971,0.0024,0.00043227,8788.586914,0,0.001
8/23/2022,market1,manufacturer5,brand6,sub_brand2,BOTELLA,NO RETORNABLE,330,908894.75,0.266400009,0.00561955,34122.79297,0,0.104999997
8/23/2022,market1,ABI,brand42,sub_brand5,LATA,NO RETORNABLE,330,1236987520,2498.637207,0.666388154,4950.648438,476.3460083,3.352400064
8/23/2022,market1,manufacturer10,brand17,sub_brand3,BOTELLA,NO RETORNABLE,355,35759024,31.4810009,0.51774174,11358.91797,85.90609741,1.230800033
8/23/2022,market1,manufacturer10,brand57,sub_brand25,LATA,NO RETORNABLE,330,1492414592,2110.959961,1.409656763,7069.838379,1281.54834,6.367599964
8/23/2022,market1,manufacturer10,brand20,sub_brand3,LATA,NO RETORNABLE,269,13712875520,14154.06836,15.60305309,9688.292969,10964.03418,32.22340012
8/23/2022,market1,manufacturer22,brand46,sub_brand3,BOTELLA,NO RETORNABLE,330,110535.9688,0.0255,0.00043227,43420.65625,0,0.0056
8/23/2022,market1,manufacturer10,brand57,sub_brand25,BOTELLA,NO RETORNABLE,300,10846760960,12862.10059,3.383123875,8433.118164,7719.313965,9.173999786
8/23/2022,market1,ABI,brand1,sub_brand7,LATA,NO RETORNABLE,355,3297173.25,4.247900009,0.07832031,7761.853027,46.82429886,0.0283
8/23/2022,market1,manufacturer38,brand80,sub_brand2,LATA,NO RETORNABLE,500,113650968,54.19079971,0.186629683,20972.37695,27.22500038,2.290299892
8/23/2022,market1,ABI,brand1,sub_brand1,BOTELLA,RETORNABLE,330,54742364160,56460.61719,25.36179352,9695.671875,29142.12305,61.19810104
8/23/2022,market1,ABI,brand25,sub_brand2,BARRIL,NO RETORNABLE,,5654967,4.705599785,0.00129682,12017.64355,0,0.075300001
8/23/2022,market1,ABI,brand45,sub_brand2,LATA,NO RETORNABLE,295,439542.7188,0.540300012,0.00043227,8135.597168,0,0.0003
8/23/2022,market1,ABI,brand7,sub_brand31,BOTELLA,NO RETORNABLE,330,3791422.25,2.617399931,0.00583568,14485.50781,0,0.851700008
8/23/2022,market1,manufacturer39,brand70,sub_brand3,BOTELLA,NO RETORNABLE,330,302931488,226.8614044,0.649784803,13353.15234,257.696106,3.454799891
8/23/2022,market1,manufacturer31,brand69,sub_brand2,LATA,NO RETORNABLE,330,106154424,116.0663986,0.048782419,9146.005859,6.013100147,1.112300038
8/23/2022,market1,ABI,brand71,sub_brand3,BOTELLA,RETORNABLE,175,39229714432,32431.64453,5.832705021,12096.12305,10583.83398,16.88279915
8/23/2022,market1,ABI,brand1,sub_brand1,LATA,NO RETORNABLE,355,124718728,160.0381927,0.208632559,7793.059082,204.0991974,0.164499998
8/23/2022,market1,manufacturer40,brand72,sub_brand2,LATA,NO RETORNABLE,330,16533504,31.61779976,0.00417729,5229.178711,36.29169846,0.016899999
8/23/2022,market1,manufacturer22,brand46,sub_brand2,LATA,NO RETORNABLE,330,127653.6016,0.062199999,0.00086455,20513.52344,0,0.017200001
8/23/2022,market1,ABI,brand16,sub_brand20,LATA,NO RETORNABLE,355,10020628,13.01519966,0.127993584,7699.145996,8.532500267,0.091499999
8/23/2022,market1,ABI,brand25,sub_brand2,LATA,NO RETORNABLE,250,29827762,23.45269966,0.207776517,12718.27344,27.30859947,0.156299993
8/23/2022,market1,ABI,brand3,sub_brand12,LATA,NO RETORNABLE,269,154233.8594,0.225799993,0.07499475,6829.674805,36.32770157,0.019200001
8/23/2022,market1,ABI,brand7,sub_brand23,LATA,NO RETORNABLE,269,1610958208,1593.311646,4.935088634,10110.75391,934.7617798,13.26500034
8/23/2022,market1,ABI,brand15,sub_brand3,LATA,NO RETORNABLE,355,1014444.813,1.560199976,0.00387937,6502.171875,0.181299999,0.0096
8/23/2022,market1,ABI,brand16,sub_brand3,BOTELLA,RETORNABLE,750,18906544128,28963.31055,6.293548107,6527.756348,14691.68555,14.52610016
8/23/2022,market1,manufacturer10,brand14,sub_brand5,LATA,NO RETORNABLE,269,1638792192,2239.62207,1.540195465,7317.270996,1488.573853,5.941999912
8/23/2022,market1,manufacturer6,brand29,sub_brand2,BOTELLA,NO RETORNABLE,330,74915488,136.1716003,0.041275069,5501.550293,0,1.166200042
8/23/2022,market1,manufacturer9,brand13,sub_brand2,BOTELLA,NO RETORNABLE,750,3724661.75,0.938600004,0.00345818,39684.05078,0,0.085100003
8/23/2022,market1,manufacturer3,brand4,sub_brand2,BOTELLA,NO RETORNABLE,500,14159656,5.549600124,0.075439453,25514.55273,1.023100019,1.068799973
8/23/2022,market1,manufacturer31,brand60,sub_brand2,LATA,NO RETORNABLE,330,31849626,41.98400116,0.028634589,7586.128418,0,0.926400006
8/23/2022,market1,ABI,brand7,sub_brand4,BOTELLA,NO RETORNABLE,330,278893856,205.7687988,0.951757491,13553.74805,109.9653015,6.030799866
8/23/2022,market1,manufacturer10,brand35,sub_brand2,LATA,NO RETORNABLE,330,160506288,322.7937927,0.109678231,4972.40918,0.408600003,1.70570004
8/23/2022,market1,manufacturer11,brand19,sub_brand14,BOTELLA,NO RETORNABLE,500,37962900,13.81379986,0.102153957,27481.96289,15.26070023,1.309800029
8/23/2022,market1,ABI,brand12,sub_brand16,LATA,NO RETORNABLE,330,4008421376,5612.502441,11.98183346,7141.950684,4563.660156,22.20759964
8/23/2022,market1,ABI,brand1,sub_brand10,LATA,NO RETORNABLE,330,2184561664,2907.632813,4.339586735,7513.196289,1920.529541,11.73859978
8/23/2022,market1,ABI,brand16,sub_brand20,BOTELLA,RETORNABLE,330,243275744,306.4935913,1.93945694,7937.384277,507.3832092,4.248400211
8/23/2022,market1,ABI,brand3,sub_brand3,LATA,NO RETORNABLE,350,2880792,4.159800053,0.025841679,6925.32373,5.776899815,0.002
8/23/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,330,29999718400,38204.32813,23.06650162,7852.439941,20622.0918,41.19329834
8/23/2022,market1,manufacturer16,brand31,sub_brand2,BOTELLA,NO RETORNABLE,500,165331808,49.86370087,0.229988009,33156.74219,35.0666008,1.452900052
8/23/2022,market1,manufacturer28,brand55,sub_brand2,BOTELLA,NO RETORNABLE,330,12220474,3.496500015,0.116086222,34950.91016,0.985599995,0.353799999
8/23/2022,market1,manufacturer10,brand20,sub_brand3,BARRIL,NO RETORNABLE,,5405925.5,4.459400177,0.00216136,12122.43945,0,0.224900007
8/23/2022,market1,ABI,brand12,sub_brand3,BOTELLA,NO RETORNABLE,330,207308448,228.8159943,0.04405266,9060.048828,1.943699956,0.167400002
8/23/2022,market1,manufacturer10,brand28,sub_brand2,BOTELLA,NO RETORNABLE,330,1695296.875,0.717199981,0.016942089,23636.42969,0,0.353700012
8/23/2022,market1,manufacturer11,brand19,sub_brand3,LATA,NO RETORNABLE,500,44087604,22.06509972,0.228981405,19980.72461,11.9204998,1.225700021
8/23/2022,market1,manufacturer11,brand19,sub_brand3,BOTELLA,NO RETORNABLE,330,341147.2813,0.111299999,0.00108068,30662.71875,0,0.0066
8/23/2022,market1,ABI,brand26,sub_brand9,BOTELLA,NO RETORNABLE,710,1568352.375,1.613800049,0.00961405,9718.308594,0.32190001,0.001
8/23/2022,market1,ABI,brand16,sub_brand6,BOTELLA,RETORNABLE,330,944555.1875,1.058099985,0.040202111,8926.898438,32.81700134,0.0363
8/23/2022,market1,ABI,brand1,sub_brand34,BOTELLA,RETORNABLE,,13506592768,22527.26172,10.32419777,5995.665527,11686.15625,21.89109993
8/23/2022,market1,manufacturer10,brand14,sub_brand3,BOTELLA,RETORNABLE,330,11559260160,16081.23438,8.377070427,7188.042969,15691.50391,19.63019943
8/23/2022,market1,manufacturer10,brand33,sub_brand3,BOTELLA,NO RETORNABLE,355,14194492,22.7996006,0.02353462,6225.759766,0,0.066399999
8/23/2022,market1,manufacturer38,brand68,sub_brand2,LATA,NO RETORNABLE,500,29653294,16.22369957,0.05046498,18277.80273,0.0102,1.078199983
8/23/2022,market1,ABI,brand15,sub_brand3,BOTELLA,RETORNABLE,1000,14257971200,24953.35547,5.186466217,5713.849121,10724.31641,5.218800068
8/23/2022,market1,manufacturer3,brand52,sub_brand2,LATA,NO RETORNABLE,500,2329742,1.153900027,0.022204019,20190.76758,0.454699993,0.636099994
8/23/2022,market1,ABI,brand25,sub_brand2,BOTELLA,NO RETORNABLE,330,8082038272,5301.738281,4.689439297,15244.12793,2264.457764,15.2493
8/23/2022,market1,ABI,brand1,sub_brand33,BOTELLA,RETORNABLE,330,2573050.25,2.908299923,0.05576168,8847.396484,19.54910088,0.271299988
8/23/2022,market1,manufacturer10,brand17,sub_brand3,LATA,NO RETORNABLE,269,1625398784,1892.965454,3.893614292,8586.521484,2528.133545,9.582500458
8/23/2022,market1,ABI,brand16,sub_brand30,BOTELLA,RETORNABLE,330,9854058,11.76490021,0.370812058,8375.84668,89.52880096,0.144700006
8/23/2022,market1,ABI,brand12,sub_brand3,LATA,NO RETORNABLE,269,5687938048,9398.826172,1.736409426,6051.753906,2296.881104,3.569000006
8/23/2022,market1,ABI,brand16,sub_brand20,LATA,NO RETORNABLE,330,240615584,318.3493958,1.48572588,7558.223633,314.3611145,6.135499954
8/23/2022,market1,manufacturer8,brand18,sub_brand2,LATA,NO RETORNABLE,330,9149413,3.175600052,0.01231978,28811.94922,0,0.229800001
8/23/2022,market1,manufacturer22,brand46,sub_brand2,LATA,NO RETORNABLE,,4181890.25,8.484100342,0.00605182,4929.078613,0,0.448199987
8/23/2022,market1,manufacturer10,brand17,sub_brand3,BOTELLA,NO RETORNABLE,207,292084.25,0.201499999,0.00618783,14492.76367,0.75910002,0.0029
8/23/2022,market1,manufacturer12,brand21,sub_brand8,BOTELLA,NO RETORNABLE,330,82052560,62.05329895,0.307658762,13222.91406,102.1999969,2.008399963
8/23/2022,market1,manufacturer10,brand22,sub_brand27,BOTELLA,NO RETORNABLE,330,175136816,105.4609985,1.067847967,16606.78906,97.11969757,4.442900181
8/23/2022,market1,manufacturer3,brand4,sub_brand2,LATA,NO RETORNABLE,500,8271865,4.578299999,0.01559973,18067.64453,1.046399951,0.761300027
8/23/2022,market1,ABI,brand73,sub_brand15,LATA,NO RETORNABLE,330,573858.875,0.757499993,0.091593944,7575.754883,22.15530014,0.0262
8/23/2022,market1,ABI,brand81,sub_brand3,BOTELLA,NO RETORNABLE,355,1021614080,1254.207397,2.055568218,8145.495605,349.1166992,7.90500021
8/23/2022,market1,manufacturer10,brand57,sub_brand25,BOTELLA,NO RETORNABLE,355,368979.7188,0.485100001,0.00172485,7605.633301,0.269499987,0.0067
8/23/2022,market1,ABI,brand7,sub_brand22,BOTELLA,NO RETORNABLE,330,52463728,40.35699844,0.395517319,12999.91895,19.23159981,2.578500032
8/23/2022,market1,ABI,brand3,sub_brand3,BOTELLA,RETORNABLE,355,12396201,17.6026001,0.066777013,7042.253906,0,0.102399997
8/23/2022,market1,ABI,brand3,sub_brand12,BOTELLA,RETORNABLE,320,34270296064,49819.20703,12.66220284,6878.932617,22811.39453,30.44029999
8/23/2022,market1,ABI,brand16,sub_brand5,BOTELLA,RETORNABLE,250,211937520,144.3083954,0.067446709,14686.43555,94.6536026,0.218400002
8/23/2022,market1,manufacturer10,brand14,sub_brand3,LATA,NO RETORNABLE,330,9583812608,13777.87695,12.00914097,6955.942871,15856.37793,21.8083992
8/23/2022,market1,ABI,brand15,sub_brand3,BOTELLA,RETORNABLE,330,28889057280,31236.41406,8.269471169,9248.518555,13451.87305,9.892700195
8/23/2022,market1,manufacturer43,brand76,sub_brand2,BOTELLA,NO RETORNABLE,330,6898641.5,3.248100042,0.01434845,21239.28125,0.106799997,0.180800006
8/23/2022,market1,manufacturer33,brand63,sub_brand2,BOTELLA,NO RETORNABLE,330,141398944,74.24060059,0.231094733,19046.04688,72.51390076,2.054800034
8/23/2022,market1,ABI,brand1,sub_brand32,LATA,NO RETORNABLE,330,32058.59961,0.031099999,0.00936854,10302.93066,0.100000001,0.0013
8/23/2022,market1,ABI,brand3,sub_brand12,LATA,NO RETORNABLE,330,20834050048,33065.14844,13.38732052,6300.90918,15327.05078,30.67900085
8/23/2022,market1,manufacturer2,brand2,sub_brand2,LATA,NO RETORNABLE,450,910746.75,0.431400001,0.00540341,21113.23242,0,0.148399994
8/23/2022,market1,manufacturer5,brand6,sub_brand2,LATA,NO RETORNABLE,500,8853651,3.834300041,0.01340046,23090.39844,0,0.252499998
8/23/2022,market1,manufacturer23,brand47,sub_brand2,BOTELLA,NO RETORNABLE,330,11384461,5.508200169,0.027979201,20668.15234,0,0.712800026
8/23/2022,market1,manufacturer30,brand59,sub_brand2,BOTELLA,NO RETORNABLE,500,15317408,7.024300098,0.01923614,21806.24609,0,0.954299986
8/23/2022,market1,ABI,brand58,sub_brand3,BOTELLA,RETORNABLE,330,472235.4063,0.779200017,0.131161064,6060.609375,49.77809906,0.021
8/23/2022,market1,manufacturer17,brand34,sub_brand2,BOTELLA,NO RETORNABLE,500,25335418,13.91790009,0.00756477,18203.49023,0,0.754999995
8/23/2022,market1,ABI,brand7,sub_brand29,BOTELLA,NO RETORNABLE,330,83791704,86.93609619,0.277330726,9638.305664,23.98660088,3.406599998
8/23/2022,market1,ABI,brand12,sub_brand3,BOTELLA,RETORNABLE,1000,55044534272,104962.9844,15.72872734,5244.185059,44633.74609,27.7329998
8/23/2022,market1,manufacturer16,brand43,sub_brand2,BARRIL,NO RETORNABLE,5000,35794896,17.04520035,0.01158093,21000,0,0.045299999
8/23/2022,market1,ABI,brand1,sub_brand10,BOTELLA,NO RETORNABLE,330,4320604,5.108500004,0.00929387,8457.757813,0,0.698599994
8/23/2022,market1,manufacturer10,brand22,sub_brand27,BARRIL,NO RETORNABLE,,375772.5625,0.342000008,0.00064841,10987.46973,0,0.104000002
8/23/2022,market1,manufacturer10,brand20,sub_brand3,BOTELLA,NO RETORNABLE,650,39671096,28.30130005,0.156173036,14017.39551,7.525599957,1.006700039
8/23/2022,market1,ABI,brand12,sub_brand3,BOTELLA,NO RETORNABLE,750,8594613,12.89190006,0.00231251,6666.666504,0,0.0029
8/23/2022,market1,ABI,brand26,sub_brand9,LATA,NO RETORNABLE,269,10227959808,8774.456055,11.23473072,11656.51563,4949.903809,27.98310089
8/23/2022,market1,manufacturer10,brand22,sub_brand13,BOTELLA,NO RETORNABLE,330,820681664,499.9158936,1.939307451,16416.39453,390.6651917,7.01789999
8/23/2022,market1,manufacturer10,brand20,sub_brand17,BOTELLA,NO RETORNABLE,330,29798004,16.09020042,0.133939281,18519.39063,41.4219017,0.623899996
8/23/2022,market1,ABI,brand1,sub_brand33,BOTELLA,NO RETORNABLE,330,452202.2813,0.552699983,0.00086455,8181.798828,0,0.001
8/23/2022,market1,manufacturer11,brand19,sub_brand3,BOTELLA,NO RETORNABLE,500,125187432,38.46080017,0.260722965,32549.38281,16.88610077,1.915599942
8/23/2022,market1,manufacturer17,brand34,sub_brand2,LATA,NO RETORNABLE,330,4817249280,10458.75684,0.903156161,4605.948242,82.4681015,2.996299982
8/23/2022,market1,manufacturer12,brand21,sub_brand8,LATA,NO RETORNABLE,330,477346,0.350100011,0.0260239,13636.35254,1.524500012,0.025800001
8/23/2022,market1,manufacturer10,brand33,sub_brand3,LATA,NO RETORNABLE,269,741707712,929.9171753,1.109328389,7976.062012,651.2033081,2.169300079
8/23/2022,market1,ABI,brand45,sub_brand2,BOTELLA,NO RETORNABLE,355,243372944,287.9913025,0.062671803,8450.704102,140.2971954,0.199599996
8/23/2022,market1,manufacturer11,brand19,sub_brand14,LATA,NO RETORNABLE,500,24013560,11.83619976,0.21841985,20288.28516,12.25030041,0.853100002
8/23/2022,market1,ABI,brand51,sub_brand3,BOTELLA,RETORNABLE,330,101359376,115.001503,0.355216622,8813.746094,332.3709106,0.46360001
8/23/2022,market1,manufacturer10,brand14,sub_brand3,LATA,NO RETORNABLE,473,8154056704,12912.50586,6.175573349,6314.852539,6657.841797,8.400099754
8/23/2022,market1,manufacturer16,brand43,sub_brand2,BOTELLA,NO RETORNABLE,500,1107383.875,0.431400001,0.0117771,25667.33789,0.133599997,0.1329
8/23/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,300,14386173,15.01169968,0.01173562,9583.329102,17.84679985,0.033799998
8/23/2022,market1,manufacturer10,brand14,sub_brand5,LATA,NO RETORNABLE,,7286615.5,5.756400108,0.069771171,12658.22754,0.090300001,0.199599996
8/23/2022,market1,ABI,brand7,sub_brand4,LATA,NO RETORNABLE,269,466606784,375.5611877,1.068470478,12424.25195,422.5232849,5.961299896
8/23/2022,market1,manufacturer20,brand40,sub_brand2,LATA,NO RETORNABLE,500,16860262,6.241700172,0.072059169,27012.34766,3.354000092,0.543799996
