target_sku,other_sku,manufacturer,elasticity
COSTENA BACANA BOTELLA RETORNABLE 320.0,KOSTRITZER T. LATA NO RETORNABLE 500.0,manufacturer3,0.002145962
COSTENA BACANA BOTELLA RETORNABLE 320.0,3 CORDILLERAS MESTIZA BOTELLA NO RETORNABLE 300.0,manufacturer10,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,ERDINGER CTE BOTELLA NO RETORNABLE 500.0,manufacturer11,0.002214396
COSTENA BACANA BOTELLA RETORNABLE 320.0,POLA DEL PUB CTE LATA NO RETORNABLE 473.0,manufacturer21,0.002259738
COSTENA BACANA BOTELLA RETORNABLE 320.0,PAULANER MUNCHEM-WEISSBIER T. LATA NO RETORNABLE 500.0,manufacturer16,0.002338777
COSTENA BACANA BOTELLA RETORNABLE 320.0,LIEFMANS T. BOTELLA NO RETORNABLE 250.0,manufacturer26,0.002686534
COSTENA BACANA BOTELLA RETORNABLE 320.0,KUNSTMANN T. BOTELLA NO RETORNABLE 330.0,manufacturer10,0.002366953
COSTENA BACANA BOTELLA RETORNABLE 320.0,DELIRIUM T. BOTELLA NO RETORNABLE 750.0,manufacturer34,0.002218289
COSTENA BACANA BOTELLA RETORNABLE 320.0,SCHOFFERHOFER T. BOTELLA NO RETORNABLE 330.0,manufacturer45,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,STEAM BREW T. LATA NO RETORNABLE 500.0,manufacturer38,0.002196354
COSTENA BACANA BOTELLA RETORNABLE 320.0,PAULANER MUNCHEM-WEISSBIER T. BOTELLA NO RETORNABLE 500.0,manufacturer16,0.002328872
COSTENA BACANA BOTELLA RETORNABLE 320.0,PERONI CTE BOTELLA NO RETORNABLE 330.0,manufacturer39,0.002348171
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA CTE LATA NO RETORNABLE 269.0,manufacturer10,0.002370825
COSTENA BACANA BOTELLA RETORNABLE 320.0,SCHOFFERHOFER T. LATA NO RETORNABLE 500.0,manufacturer45,0.002274527
COSTENA BACANA BOTELLA RETORNABLE 320.0,BRUDER T. BOTELLA NO RETORNABLE 330.0,manufacturer18,0.002345494
COSTENA BACANA BOTELLA RETORNABLE 320.0,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,manufacturer24,0.002328798
COSTENA BACANA BOTELLA RETORNABLE 320.0,LANDVIK T. LATA NO RETORNABLE 330.0,manufacturer6,0.002229652
COSTENA BACANA BOTELLA RETORNABLE 320.0,LLAVE CTE LATA NO RETORNABLE 330.0,manufacturer10,0.002319222
COSTENA BACANA BOTELLA RETORNABLE 320.0,SOL CTE BOTELLA NO RETORNABLE 330.0,manufacturer10,0.002339524
COSTENA BACANA BOTELLA RETORNABLE 320.0,EICHBAUM T. LATA NO RETORNABLE 500.0,manufacturer38,0.002226066
COSTENA BACANA BOTELLA RETORNABLE 320.0,MILLER LITE LATA NO RETORNABLE 330.0,manufacturer10,0.002230104
COSTENA BACANA BOTELLA RETORNABLE 320.0,CZECHVAR T. BOTELLA NO RETORNABLE 300.0,manufacturer14,0.002365087
COSTENA BACANA BOTELLA RETORNABLE 320.0,HAZY JANE T. BOTELLA NO RETORNABLE 330.0,manufacturer8,0.002288596
COSTENA BACANA BOTELLA RETORNABLE 320.0,STOWFORD T. BOTELLA NO RETORNABLE 500.0,manufacturer5,0.002497882
COSTENA BACANA BOTELLA RETORNABLE 320.0,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,manufacturer24,0.002201498
COSTENA BACANA BOTELLA RETORNABLE 320.0,HEINEKEN CTE LATA NO RETORNABLE 310.0,manufacturer10,0.002311889
COSTENA BACANA BOTELLA RETORNABLE 320.0,MILLER GENUINE DRAFT BOTELLA NO RETORNABLE 355.0,manufacturer10,0.002311311
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA LIGHT BOTELLA RETORNABLE 250.0,manufacturer10,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,ASPALL T. BOTELLA NO RETORNABLE 500.0,manufacturer28,0.002386932
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA LIGHT BOTELLA RETORNABLE 330.0,manufacturer10,0.002321052
COSTENA BACANA BOTELLA RETORNABLE 320.0,ERDINGER DUNKEL LATA NO RETORNABLE 500.0,manufacturer11,0.002306299
COSTENA BACANA BOTELLA RETORNABLE 320.0,BITBURGER T. BARRIL NO RETORNABLE 5000.0,manufacturer3,0.002298161
COSTENA BACANA BOTELLA RETORNABLE 320.0,ASAHI T. BOTELLA NO RETORNABLE 330.0,manufacturer33,0.002351424
COSTENA BACANA BOTELLA RETORNABLE 320.0,HEINEKEN CTE BOTELLA RETORNABLE 250.0,manufacturer10,0.002314952
COSTENA BACANA BOTELLA RETORNABLE 320.0,MAREDSOUS T. BOTELLA NO RETORNABLE 330.0,manufacturer9,0.002961763
COSTENA BACANA BOTELLA RETORNABLE 320.0,HEINEKEN CTE BOTELLA NO RETORNABLE 250.0,manufacturer10,0.002327927
COSTENA BACANA BOTELLA RETORNABLE 320.0,SOL CTE LATA NO RETORNABLE 269.0,manufacturer10,0.002110584
COSTENA BACANA BOTELLA RETORNABLE 320.0,MILLER LITE LATA NO RETORNABLE 310.0,manufacturer10,0.002337144
COSTENA BACANA BOTELLA RETORNABLE 320.0,CENTRAL T. BOTELLA RETORNABLE 330.0,manufacturer10,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,manufacturer10,0.002296689
COSTENA BACANA BOTELLA RETORNABLE 320.0,OTRAS MARCAS T. LATA NO RETORNABLE null.0,manufacturer22,0.001490461
COSTENA BACANA BOTELLA RETORNABLE 320.0,BALTIKA T. BOTELLA NO RETORNABLE 500.0,manufacturer2,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,manufacturer10,0.002304356
COSTENA BACANA BOTELLA RETORNABLE 320.0,ERDINGER CTE BOTELLA NO RETORNABLE 330.0,manufacturer11,0.002382417
COSTENA BACANA BOTELLA RETORNABLE 320.0,3 CORDILLERAS NEGRA BOTELLA NO RETORNABLE 330.0,manufacturer10,0.002329006
COSTENA BACANA BOTELLA RETORNABLE 320.0,TECATE CTE LATA NO RETORNABLE 330.0,manufacturer10,0.002349571
COSTENA BACANA BOTELLA RETORNABLE 320.0,OTRAS MARCAS T. BOTELLA RETORNABLE 330.0,manufacturer22,0.002333437
COSTENA BACANA BOTELLA RETORNABLE 320.0,HOLLANDIA T. BOTELLA NO RETORNABLE 330.0,manufacturer7,0.002300336
COSTENA BACANA BOTELLA RETORNABLE 320.0,8.6 T. LATA NO RETORNABLE 500.0,manufacturer36,0.002239605
COSTENA BACANA BOTELLA RETORNABLE 320.0,OTRAS MARCAS CTE LATA NO RETORNABLE 330.0,manufacturer22,0.00222477
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA CTE BOTELLA RETORNABLE 250.0,manufacturer10,0.002308138
COSTENA BACANA BOTELLA RETORNABLE 320.0,LINO BREWING T. BOTELLA NO RETORNABLE 330.0,manufacturer37,0.002288799
COSTENA BACANA BOTELLA RETORNABLE 320.0,HOFBRAU T. BOTELLA NO RETORNABLE 500.0,manufacturer30,0.002246222
COSTENA BACANA BOTELLA RETORNABLE 320.0,INNIS & GUNN T. BOTELLA NO RETORNABLE 330.0,manufacturer32,0.002237889
COSTENA BACANA BOTELLA RETORNABLE 320.0,OTRAS MARCAS ESPECIAL LATA NO RETORNABLE 500.0,manufacturer22,0.002244796
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA CTE LATA NO RETORNABLE 355.0,manufacturer10,0.00233681
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA CTE BOTELLA NO RETORNABLE 300.0,manufacturer10,0.002166645
COSTENA BACANA BOTELLA RETORNABLE 320.0,MONARCA T. LATA NO RETORNABLE 330.0,manufacturer6,0.002348691
COSTENA BACANA BOTELLA RETORNABLE 320.0,CHELARTE T. BOTELLA NO RETORNABLE 330.0,manufacturer23,0.002317643
COSTENA BACANA BOTELLA RETORNABLE 320.0,HE150KEN CTE LATA NO RETORNABLE 269.0,manufacturer10,0.001328747
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA LIGHT LATA NO RETORNABLE null.0,manufacturer10,0.002414547
COSTENA BACANA BOTELLA RETORNABLE 320.0,GROLSCH PREMIUM BOTELLA NO RETORNABLE 330.0,manufacturer12,0.002347928
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA CTE BOTELLA NO RETORNABLE 250.0,manufacturer10,0.00203854
COSTENA BACANA BOTELLA RETORNABLE 320.0,HEINEKEN CTE BOTELLA RETORNABLE 330.0,manufacturer10,0.001990132
COSTENA BACANA BOTELLA RETORNABLE 320.0,ELVIS JUICE T. BOTELLA NO RETORNABLE 330.0,manufacturer8,0.002355975
COSTENA BACANA BOTELLA RETORNABLE 320.0,LIEFMANS T. BOTELLA NO RETORNABLE 330.0,manufacturer26,0.002310801
COSTENA BACANA BOTELLA RETORNABLE 320.0,COLA & POLA CTE LATA NO RETORNABLE 269.0,manufacturer46,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 200.0,manufacturer10,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,HEINEKEN CTE BARRIL NO RETORNABLE 5000.0,manufacturer10,0.002317433
COSTENA BACANA BOTELLA RETORNABLE 320.0,TRES GUERREROS T. BOTELLA NO RETORNABLE 330.0,manufacturer25,0.002342213
COSTENA BACANA BOTELLA RETORNABLE 320.0,STOWFORD T. BOTELLA NO RETORNABLE 330.0,manufacturer5,0.00237119
COSTENA BACANA BOTELLA RETORNABLE 320.0,HEINEKEN CTE BOTELLA NO RETORNABLE 650.0,manufacturer10,0.002295424
COSTENA BACANA BOTELLA RETORNABLE 320.0,BENEDIKTINER T. LATA NO RETORNABLE 500.0,manufacturer3,0.002355582
COSTENA BACANA BOTELLA RETORNABLE 320.0,BENEDIKTINER T. BOTELLA NO RETORNABLE 500.0,manufacturer3,0.0023019
COSTENA BACANA BOTELLA RETORNABLE 320.0,HEINEKEN CTE BARRIL NO RETORNABLE null.0,manufacturer10,0.002002082
COSTENA BACANA BOTELLA RETORNABLE 320.0,MONARCA T. BOTELLA NO RETORNABLE 330.0,manufacturer6,0.00231908
COSTENA BACANA BOTELLA RETORNABLE 320.0,BALTIKA T. BOTELLA NO RETORNABLE null.0,manufacturer2,0.001437801
COSTENA BACANA BOTELLA RETORNABLE 320.0,OTRAS MARCAS T. BOTELLA NO RETORNABLE 750.0,manufacturer22,0
COSTENA BACANA BOTELLA RETORNABLE 320.0,GROLSCH PREMIUM BOTELLA NO RETORNABLE 450.0,manufacturer12,0.002261868
COSTENA BACANA BOTELLA RETORNABLE 320.0,WARSTEINER T. BOTELLA NO RETORNABLE 330.0,manufacturer11,0.002155103
COSTENA BACANA BOTELLA RETORNABLE 320.0,TECATE CTE LATA NO RETORNABLE 473.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA LIMONADA DE COCO LATA NO RETORNABLE 330.0,manufacturer46,0.001796885
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,manufacturer46,0.001036513
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA LIMA LIMON LATA NO RETORNABLE 330.0,manufacturer46,0.001553362
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,manufacturer46,0.001036513
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA LULO LATA NO RETORNABLE 330.0,manufacturer46,0.004221134
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,manufacturer10,0.001312261
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA CTE BOTELLA RETORNABLE 330.0,manufacturer46,0.00118675
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA ROJA BOTELLA RETORNABLE 330.0,manufacturer46,0.000923934
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,manufacturer46,0.001176406
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,COLA & POLA CTE LATA NO RETORNABLE 330.0,manufacturer46,0.001554436
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA CTE LATA NO RETORNABLE 310.0,manufacturer10,0.002870781
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS ESPECIAL LATA NO RETORNABLE 330.0,manufacturer22,0.001087526
REDD'S CTE LATA NO RETORNABLE 269.0,BITBURGER T. BOTELLA NO RETORNABLE 500.0,manufacturer3,0.001404289
REDD'S CTE LATA NO RETORNABLE 269.0,ERDINGER DUNKEL BOTELLA NO RETORNABLE 330.0,manufacturer11,0.001514337
REDD'S CTE LATA NO RETORNABLE 269.0,WEIDMANN T. LATA NO RETORNABLE 500.0,manufacturer4,0.001855727
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA LIGHT LATA NO RETORNABLE 310.0,manufacturer10,0.001875143
REDD'S CTE LATA NO RETORNABLE 269.0,ERDINGER CTE LATA NO RETORNABLE 500.0,manufacturer11,0.002061569
REDD'S CTE LATA NO RETORNABLE 269.0,MILLER LITE BOTELLA NO RETORNABLE 300.0,manufacturer10,0.001061004
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA LIGHT LATA NO RETORNABLE 330.0,manufacturer10,0.00152289
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA CTE LATA NO RETORNABLE 473.0,manufacturer10,0.000626705
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN CTE LATA NO RETORNABLE 250.0,manufacturer10,0.001108674
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA LIGHT BOTELLA NO RETORNABLE 300.0,manufacturer10,0.00115817
REDD'S CTE LATA NO RETORNABLE 269.0,DUVEL T. BOTELLA NO RETORNABLE 750.0,manufacturer9,0.002420682
REDD'S CTE LATA NO RETORNABLE 269.0,BITBURGER T. BOTELLA NO RETORNABLE 330.0,manufacturer3,0.001260994
REDD'S CTE LATA NO RETORNABLE 269.0,POLA DEL PUB CTE LATA NO RETORNABLE 330.0,manufacturer21,0.001684362
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS T. BOTELLA NO RETORNABLE 355.0,manufacturer22,0.001119317
REDD'S CTE LATA NO RETORNABLE 269.0,HOLLANDIA T. LATA NO RETORNABLE 500.0,manufacturer7,0.000695351
REDD'S CTE LATA NO RETORNABLE 269.0,APOSTOL T. BOTELLA NO RETORNABLE 330.0,manufacturer43,0.001099884
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS T. BOTELLA NO RETORNABLE 250.0,manufacturer22,0.00132253
REDD'S CTE LATA NO RETORNABLE 269.0,MILLER LITE BOTELLA NO RETORNABLE 250.0,manufacturer10,0.000434247
REDD'S CTE LATA NO RETORNABLE 269.0,MILLER LITE BOTELLA RETORNABLE 330.0,manufacturer10,0.001201622
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,manufacturer44,0.001325379
REDD'S CTE LATA NO RETORNABLE 269.0,TECATE CTE BOTELLA RETORNABLE 750.0,manufacturer10,0.001448519
REDD'S CTE LATA NO RETORNABLE 269.0,POLAR CTE LATA NO RETORNABLE 355.0,manufacturer47,0
REDD'S CTE LATA NO RETORNABLE 269.0,TORREMOLINOS T. BOTELLA NO RETORNABLE 330.0,manufacturer19,0.001421299
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN CTE LATA NO RETORNABLE 330.0,manufacturer10,0.001041464
REDD'S CTE LATA NO RETORNABLE 269.0,SCHOFFERHOFER T. BOTELLA NO RETORNABLE 500.0,manufacturer45,0.001194058
REDD'S CTE LATA NO RETORNABLE 269.0,SOL CTE LATA NO RETORNABLE 310.0,manufacturer10,0.001776369
REDD'S CTE LATA NO RETORNABLE 269.0,KARLSBRAU T. LATA NO RETORNABLE 500.0,manufacturer29,0.00000305
REDD'S CTE LATA NO RETORNABLE 269.0,TECATE CTE LATA NO RETORNABLE 355.0,manufacturer10,0.00110223
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS BLANCA BOTELLA NO RETORNABLE 300.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,STOWFORD T. LATA NO RETORNABLE 500.0,manufacturer5,0.001255343
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS BLANCA BOTELLA NO RETORNABLE 330.0,manufacturer10,0.00143512
REDD'S CTE LATA NO RETORNABLE 269.0,DUVEL T. BOTELLA NO RETORNABLE 330.0,manufacturer9,0.000987626
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA CTE BOTELLA RETORNABLE 750.0,manufacturer10,0.00111567
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS T. LATA NO RETORNABLE 330.0,manufacturer22,0.001367036
REDD'S CTE LATA NO RETORNABLE 269.0,ERDINGER DUNKEL BOTELLA NO RETORNABLE 500.0,manufacturer11,0.001067824
REDD'S CTE LATA NO RETORNABLE 269.0,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,manufacturer44,0.001586014
REDD'S CTE LATA NO RETORNABLE 269.0,PL CTE BOTELLA RETORNABLE 330.0,manufacturer17,0.002818253
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS T. LATA NO RETORNABLE 355.0,manufacturer22,0.001193015
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA LIGHT LATA NO RETORNABLE 269.0,manufacturer10,0.001363508
REDD'S CTE LATA NO RETORNABLE 269.0,TROOPER T. LATA NO RETORNABLE 500.0,manufacturer13,0.001084438
REDD'S CTE LATA NO RETORNABLE 269.0,PAULANER HEFE-WEIBBIER T. BOTELLA NO RETORNABLE 500.0,manufacturer16,0.001373041
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN CTE BOTELLA NO RETORNABLE 330.0,manufacturer10,0.003127232
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS ESPECIAL BOTELLA NO RETORNABLE 330.0,manufacturer22,0.00064929
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN HEINEKEN 0.0 BOTELLA NO RETORNABLE 330.0,manufacturer10,0.001273209
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA CTE LATA NO RETORNABLE 330.0,manufacturer10,0.001250696
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS T. LATA NO RETORNABLE 500.0,manufacturer22,0.003737323
REDD'S CTE LATA NO RETORNABLE 269.0,TECATE CTE BOTELLA RETORNABLE 330.0,manufacturer10,0.001367556
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS T. BOTELLA NO RETORNABLE 330.0,manufacturer22,0.00298183
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN CTE LATA NO RETORNABLE 269.0,manufacturer10,0.00135854
REDD'S CTE LATA NO RETORNABLE 269.0,BITBURGER T. LATA NO RETORNABLE 500.0,manufacturer3,0.001477994
REDD'S CTE LATA NO RETORNABLE 269.0,CZECHVAR T. BOTELLA NO RETORNABLE 330.0,manufacturer14,0.001451428
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,manufacturer10,0.000431506
REDD'S CTE LATA NO RETORNABLE 269.0,SOL CTE BOTELLA NO RETORNABLE 250.0,manufacturer10,0.002404386
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA CTE BOTELLA RETORNABLE 330.0,manufacturer10,0.001294226
REDD'S CTE LATA NO RETORNABLE 269.0,ELVIS JUICE T. LATA NO RETORNABLE 330.0,manufacturer8,0.001335214
REDD'S CTE LATA NO RETORNABLE 269.0,HAZY JANE T. LATA NO RETORNABLE 330.0,manufacturer8,0.002113134
REDD'S CTE LATA NO RETORNABLE 269.0,ASPALL T. BOTELLA NO RETORNABLE 330.0,manufacturer28,0.001358609
REDD'S CTE LATA NO RETORNABLE 269.0,VEDETT T. BOTELLA NO RETORNABLE 330.0,manufacturer27,0.002345597
REDD'S CTE LATA NO RETORNABLE 269.0,PL T. LATA NO RETORNABLE 330.0,manufacturer17,0.001761716
REDD'S CTE LATA NO RETORNABLE 269.0,PERONI CTE LATA NO RETORNABLE 330.0,manufacturer39,0.001247746
REDD'S CTE LATA NO RETORNABLE 269.0,HOLLANDIA T. BOTELLA NO RETORNABLE 650.0,manufacturer7,0.001090165
REDD'S CTE LATA NO RETORNABLE 269.0,TECATE CTE BOTELLA NO RETORNABLE 300.0,manufacturer10,0.001924325
REDD'S CTE LATA NO RETORNABLE 269.0,SOL CTE BOTELLA NO RETORNABLE 355.0,manufacturer10,0.001433622
REDD'S CTE LATA NO RETORNABLE 269.0,HOLLANDIA T. LATA NO RETORNABLE 330.0,manufacturer7,0.001046515
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN HEINEKEN 0.0 LATA NO RETORNABLE 250.0,manufacturer10,0.002687305
REDD'S CTE LATA NO RETORNABLE 269.0,POLAR CTE BOTELLA NO RETORNABLE null.0,manufacturer47,0.001573491
REDD'S CTE LATA NO RETORNABLE 269.0,DELIRIUM T. BOTELLA NO RETORNABLE 330.0,manufacturer34,0.001211468
REDD'S CTE LATA NO RETORNABLE 269.0,TECATE CTE LATA NO RETORNABLE 269.0,manufacturer10,0.001395283
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA LIGHT BOTELLA NO RETORNABLE 250.0,manufacturer10,0.001225667
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS MESTIZA BOTELLA NO RETORNABLE 330.0,manufacturer10,0.001556526
REDD'S CTE LATA NO RETORNABLE 269.0,ESTRELLA DAMM T. LATA NO RETORNABLE 330.0,manufacturer31,0.001409503
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS MULATA BOTELLA NO RETORNABLE 330.0,manufacturer10,0.001334382
REDD'S CTE LATA NO RETORNABLE 269.0,CENTRAL T. LATA NO RETORNABLE 330.0,manufacturer10,0.001290222
REDD'S CTE LATA NO RETORNABLE 269.0,MILLER LITE LATA NO RETORNABLE 269.0,manufacturer10,0.002488087
REDD'S CTE LATA NO RETORNABLE 269.0,PUNK IPA T. BOTELLA NO RETORNABLE 330.0,manufacturer8,0.003126451
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA LIGHT LATA NO RETORNABLE 473.0,manufacturer10,0.001875143
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN CTE LATA NO RETORNABLE 473.0,manufacturer10,0.001475929
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS CTE BOTELLA NO RETORNABLE 330.0,manufacturer22,0.001334705
REDD'S CTE LATA NO RETORNABLE 269.0,PUNK IPA T. LATA NO RETORNABLE 330.0,manufacturer8,0.001504944
REDD'S CTE LATA NO RETORNABLE 269.0,OTRAS MARCAS T. BOTELLA NO RETORNABLE 500.0,manufacturer22,0.001119317
REDD'S CTE LATA NO RETORNABLE 269.0,GULDEN DRAAK T. BOTELLA NO RETORNABLE 330.0,manufacturer42,0.001181918
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 300.0,manufacturer10,0.00282706
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA LIGHT BOTELLA RETORNABLE 750.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS MULATA BOTELLA NO RETORNABLE 300.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,KOSTRITZER T. LATA NO RETORNABLE 500.0,manufacturer3,0.001308752
REDD'S CTE LATA NO RETORNABLE 269.0,3 CORDILLERAS MESTIZA BOTELLA NO RETORNABLE 300.0,manufacturer10,0
REDD'S CTE LATA NO RETORNABLE 269.0,ERDINGER CTE BOTELLA NO RETORNABLE 500.0,manufacturer11,0.000832434
REDD'S CTE LATA NO RETORNABLE 269.0,POLA DEL PUB CTE LATA NO RETORNABLE 473.0,manufacturer21,0.001317207
REDD'S CTE LATA NO RETORNABLE 269.0,PAULANER MUNCHEM-WEISSBIER T. LATA NO RETORNABLE 500.0,manufacturer16,0.001264907
REDD'S CTE LATA NO RETORNABLE 269.0,LIEFMANS T. BOTELLA NO RETORNABLE 250.0,manufacturer26,0.001366924
REDD'S CTE LATA NO RETORNABLE 269.0,KUNSTMANN T. BOTELLA NO RETORNABLE 330.0,manufacturer10,0.001410999
REDD'S CTE LATA NO RETORNABLE 269.0,DELIRIUM T. BOTELLA NO RETORNABLE 750.0,manufacturer34,0.000994772
REDD'S CTE LATA NO RETORNABLE 269.0,SCHOFFERHOFER T. BOTELLA NO RETORNABLE 330.0,manufacturer45,0
REDD'S CTE LATA NO RETORNABLE 269.0,STEAM BREW T. LATA NO RETORNABLE 500.0,manufacturer38,0.001580619
REDD'S CTE LATA NO RETORNABLE 269.0,PAULANER MUNCHEM-WEISSBIER T. BOTELLA NO RETORNABLE 500.0,manufacturer16,0.001395916
REDD'S CTE LATA NO RETORNABLE 269.0,PERONI CTE BOTELLA NO RETORNABLE 330.0,manufacturer39,0.001924896
REDD'S CTE LATA NO RETORNABLE 269.0,ANDINA CTE LATA NO RETORNABLE 269.0,manufacturer10,0.00136724
REDD'S CTE LATA NO RETORNABLE 269.0,SCHOFFERHOFER T. LATA NO RETORNABLE 500.0,manufacturer45,0.00107829
REDD'S CTE LATA NO RETORNABLE 269.0,BRUDER T. BOTELLA NO RETORNABLE 330.0,manufacturer18,0.00119187
REDD'S CTE LATA NO RETORNABLE 269.0,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,manufacturer24,0.001909067
REDD'S CTE LATA NO RETORNABLE 269.0,LANDVIK T. LATA NO RETORNABLE 330.0,manufacturer6,0.000872278
REDD'S CTE LATA NO RETORNABLE 269.0,LLAVE CTE LATA NO RETORNABLE 330.0,manufacturer10,0.001220754
REDD'S CTE LATA NO RETORNABLE 269.0,SOL CTE BOTELLA NO RETORNABLE 330.0,manufacturer10,0.001295011
REDD'S CTE LATA NO RETORNABLE 269.0,EICHBAUM T. LATA NO RETORNABLE 500.0,manufacturer38,0.001745688
REDD'S CTE LATA NO RETORNABLE 269.0,MILLER LITE LATA NO RETORNABLE 330.0,manufacturer10,0.001916962
REDD'S CTE LATA NO RETORNABLE 269.0,CZECHVAR T. BOTELLA NO RETORNABLE 300.0,manufacturer14,0.001464163
REDD'S CTE LATA NO RETORNABLE 269.0,HAZY JANE T. BOTELLA NO RETORNABLE 330.0,manufacturer8,0.001246932
REDD'S CTE LATA NO RETORNABLE 269.0,STOWFORD T. BOTELLA NO RETORNABLE 500.0,manufacturer5,0.001441354
REDD'S CTE LATA NO RETORNABLE 269.0,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,manufacturer24,0.001098793
REDD'S CTE LATA NO RETORNABLE 269.0,HEINEKEN CTE LATA NO RETORNABLE 310.0,manufacturer10,0.001475929
REDD'S CTE LATA NO RETORNABLE 269.0,MILLER GENUINE DRAFT BOTELLA NO RETORNABLE 355.0,manufacturer10,0.001363397
