year_month,sku,reference_volume,reference_price
2024-04,ANDINA LIGHT LATA NO RETORNABLE null.0,3.870100021,12658.18066
2024-05,ANDINA LIGHT LATA NO RETORNABLE null.0,8.974399567,10481.66113
2024-10,ANDINA LIGHT LATA NO RETORNABLE null.0,0.053199999,10548.3291
2024-11,ANDINA LIGHT LATA NO RETORNABLE null.0,0.025750999,10548.62207
2024-12,ANDINA LIGHT LATA NO RETORNABLE null.0,0.319315007,10548.4707
2025-01,ANDINA LIGHT LATA NO RETORNABLE null.0,0.145141995,10970.38086
2025-02,ANDINA LIGHT LATA NO RETORNABLE null.0,0.131096007,10970.42969
2025-05,ANDINA LIGHT LATA NO RETORNABLE null.0,0.060476,10970.37598
2024-01,APOSTOL T. BOTELLA NO RETORNABLE 330.0,0.287600011,29202.20117
2024-02,APOSTOL T. BOTELLA NO RETORNABLE 330.0,0.0999,22338.03516
2024-03,APOSTOL T. BOTELLA NO RETORNABLE 330.0,0.136199996,19740.06641
2024-04,APOSTOL T. BOTELLA NO RETORNABLE 330.0,3.82220006,26839.84375
2024-05,APOSTOL T. BOTELLA NO RETORNABLE 330.0,4.910699844,26838.11133
2024-06,APOSTOL T. BOTELLA NO RETORNABLE 330.0,0.039099999,28787.70313
2024-07,APOSTOL T. BOTELLA NO RETORNABLE 330.0,0.0363,27244.62891
2025-03,APOSTOL T. BOTELLA NO RETORNABLE 330.0,0.0033,11818.18164
2025-07,APOSTOL T. BOTELLA NO RETORNABLE 330.0,0.0033,11818.18164
2024-01,ASAHI T. BOTELLA NO RETORNABLE 330.0,0.034899998,18728.77344
2024-02,ASAHI T. BOTELLA NO RETORNABLE 330.0,0.039900001,18729.31836
2024-09,ASAHI T. BOTELLA NO RETORNABLE 330.0,3.242300034,19466.07422
2024-10,ASAHI T. BOTELLA NO RETORNABLE 330.0,9.791600227,19242.66406
2024-11,ASAHI T. BOTELLA NO RETORNABLE 330.0,6.439793628,19541.13086
2024-12,ASAHI T. BOTELLA NO RETORNABLE 330.0,5.430479816,20262.47656
2025-01,ASAHI T. BOTELLA NO RETORNABLE 330.0,7.23248313,19663.7168
2025-02,ASAHI T. BOTELLA NO RETORNABLE 330.0,10.64789821,20348.01758
2025-03,ASAHI T. BOTELLA NO RETORNABLE 330.0,10.14298531,22601.32031
2025-04,ASAHI T. BOTELLA NO RETORNABLE 330.0,7.498518817,22036.30664
2025-05,ASAHI T. BOTELLA NO RETORNABLE 330.0,12.18708093,20535.3457
2025-06,ASAHI T. BOTELLA NO RETORNABLE 330.0,21.03386789,20774.99023
2025-07,ASAHI T. BOTELLA NO RETORNABLE 330.0,26.51255715,20827.57227
2025-08,ASAHI T. BOTELLA NO RETORNABLE 330.0,29.38414567,20561.16406
2024-01,ASPALL T. BOTELLA NO RETORNABLE 330.0,4.618199825,46727.21094
2024-02,ASPALL T. BOTELLA NO RETORNABLE 330.0,2.975199938,53669.33594
2024-03,ASPALL T. BOTELLA NO RETORNABLE 330.0,1.182299972,53204.42969
2024-04,ASPALL T. BOTELLA NO RETORNABLE 330.0,6.911900043,24928.94727
2024-05,ASPALL T. BOTELLA NO RETORNABLE 330.0,1.730000019,54466.49609
2024-06,ASPALL T. BOTELLA NO RETORNABLE 330.0,3.532500029,59963.08594
2024-07,ASPALL T. BOTELLA NO RETORNABLE 330.0,3.694499969,54571.01172
2024-08,ASPALL T. BOTELLA NO RETORNABLE 330.0,2.053900003,54476.79297
2024-09,ASPALL T. BOTELLA NO RETORNABLE 330.0,1.706400037,53005.86719
2024-10,ASPALL T. BOTELLA NO RETORNABLE 330.0,4.724199772,61699.52344
2024-11,ASPALL T. BOTELLA NO RETORNABLE 330.0,14.40574047,44220.86328
2024-12,ASPALL T. BOTELLA NO RETORNABLE 330.0,6.267536029,54015.14063
2025-01,ASPALL T. BOTELLA NO RETORNABLE 330.0,9.16887379,56718.24609
2025-02,ASPALL T. BOTELLA NO RETORNABLE 330.0,0.831601057,58983.39063
2025-03,ASPALL T. BOTELLA NO RETORNABLE 330.0,4.177907123,54706.79297
2025-04,ASPALL T. BOTELLA NO RETORNABLE 330.0,3.284493959,53049.82813
2025-05,ASPALL T. BOTELLA NO RETORNABLE 330.0,3.577745119,61558.96875
2025-06,ASPALL T. BOTELLA NO RETORNABLE 330.0,1.842717918,63936.00391
2025-07,ASPALL T. BOTELLA NO RETORNABLE 330.0,2.321267016,65409.85547
2025-08,ASPALL T. BOTELLA NO RETORNABLE 330.0,0.389397001,67340.73438
2024-01,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.955800056,45390.19141
2024-02,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.377200007,45109.28906
2024-03,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.110000014,46939.12109
2024-04,ASPALL T. BOTELLA NO RETORNABLE 500.0,0.720700026,50304.27344
2024-05,ASPALL T. BOTELLA NO RETORNABLE 500.0,0.806400001,48901.11328
2024-06,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.465000033,48524.92969
2024-07,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.807899952,49096.46484
2024-08,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.576400042,49476.30469
2024-09,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.717100024,46181.71094
2024-10,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.607200027,46512.625
2024-11,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.189281011,49518.57422
2024-12,ASPALL T. BOTELLA NO RETORNABLE 500.0,2.0228909,52133.44922
2025-01,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.819957016,54374.65234
2025-02,ASPALL T. BOTELLA NO RETORNABLE 500.0,0.798571984,54732.39844
2025-03,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.072148001,55118.11328
2025-04,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.017140988,55545.17578
2025-05,ASPALL T. BOTELLA NO RETORNABLE 500.0,1.203579002,49427.44922
2025-06,ASPALL T. BOTELLA NO RETORNABLE 500.0,0.794280974,49215.10938
2025-07,ASPALL T. BOTELLA NO RETORNABLE 500.0,0.516432012,57502.55469
2025-08,ASPALL T. BOTELLA NO RETORNABLE 500.0,0.628562021,56660.35938
2025-03,BALTIKA T. BOTELLA NO RETORNABLE 500.0,0.684864937,18992.69922
2025-04,BALTIKA T. BOTELLA NO RETORNABLE 500.0,3.314028973,18999.82031
2025-07,BALTIKA T. BOTELLA NO RETORNABLE 500.0,1.095809043,21800.25586
2025-08,BALTIKA T. BOTELLA NO RETORNABLE 500.0,10.45950133,21532.26172
2024-04,BALTIKA T. BOTELLA NO RETORNABLE null.0,2.085599899,21276.5918
2025-01,BALTIKA T. BOTELLA NO RETORNABLE null.0,1.502877035,21276.59766
2024-01,BENEDIKTINER T. BOTELLA NO RETORNABLE 500.0,0.1193,29244.99609
2024-02,BENEDIKTINER T. BOTELLA NO RETORNABLE 500.0,0.207100004,27665.38672
2024-03,BENEDIKTINER T. BOTELLA NO RETORNABLE 500.0,0.019300001,29680.71484
2024-04,BENEDIKTINER T. BOTELLA NO RETORNABLE 500.0,0.0107,29487.42383
2025-04,BENEDIKTINER T. BOTELLA NO RETORNABLE 500.0,1.325623934,36399.31641
2025-05,BENEDIKTINER T. BOTELLA NO RETORNABLE 500.0,0.684864969,36401.33984
2024-01,BENEDIKTINER T. LATA NO RETORNABLE 500.0,0.833000004,28137.92188
2024-02,BENEDIKTINER T. LATA NO RETORNABLE 500.0,0.756799996,28338.76953
2024-03,BENEDIKTINER T. LATA NO RETORNABLE 500.0,0.160899997,21346.0332
2024-04,BENEDIKTINER T. LATA NO RETORNABLE 500.0,0.131300002,21348.26172
2025-05,BENEDIKTINER T. LATA NO RETORNABLE 500.0,1.836393972,24000.87109
2025-06,BENEDIKTINER T. LATA NO RETORNABLE 500.0,5.284023854,23999.92383
2024-01,BITBURGER T. BARRIL NO RETORNABLE 5000.0,2.321500063,25397.2793
2024-02,BITBURGER T. BARRIL NO RETORNABLE 5000.0,2.235699892,25161.28906
2024-03,BITBURGER T. BARRIL NO RETORNABLE 5000.0,4.59280014,23889.47852
2024-04,BITBURGER T. BARRIL NO RETORNABLE 5000.0,5.328700066,23463.81055
2024-05,BITBURGER T. BARRIL NO RETORNABLE 5000.0,5.7427001,22674.52734
2024-06,BITBURGER T. BARRIL NO RETORNABLE 5000.0,7.871399879,24745.93359
2024-07,BITBURGER T. BARRIL NO RETORNABLE 5000.0,5.32859993,21133.20313
2024-08,BITBURGER T. BARRIL NO RETORNABLE 5000.0,1.378600001,25192.63477
2024-09,BITBURGER T. BARRIL NO RETORNABLE 5000.0,1.942899942,22774.30078
2024-10,BITBURGER T. BARRIL NO RETORNABLE 5000.0,5.671500206,25053.4668
2024-11,BITBURGER T. BARRIL NO RETORNABLE 5000.0,6.592830132,25318.09961
2024-12,BITBURGER T. BARRIL NO RETORNABLE 5000.0,13.20734444,26575.99805
2025-01,BITBURGER T. BARRIL NO RETORNABLE 5000.0,8.306904643,26331.85156
2025-02,BITBURGER T. BARRIL NO RETORNABLE 5000.0,3.121420112,26055.06055
2025-03,BITBURGER T. BARRIL NO RETORNABLE 5000.0,5.700030146,25742.95508
2025-04,BITBURGER T. BARRIL NO RETORNABLE 5000.0,6.214269834,26868.91211
2025-05,BITBURGER T. BARRIL NO RETORNABLE 5000.0,10.90701305,24210.98047
2025-06,BITBURGER T. BARRIL NO RETORNABLE 5000.0,10.03569995,21781.39453
2025-07,BITBURGER T. BARRIL NO RETORNABLE 5000.0,4.021450225,25441.12305
2025-08,BITBURGER T. BARRIL NO RETORNABLE 5000.0,3.01424495,27901.90625
2024-01,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.792000055,24517.42642
2024-02,BITBURGER T. BOTELLA NO RETORNABLE 330.0,1.48119998,24941.31641
2024-03,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.602499962,32869.79114
2024-04,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.813999951,35236.05336
2024-05,BITBURGER T. BOTELLA NO RETORNABLE 330.0,1.483899947,23481.4146
2024-06,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.223099992,22696.28691
2024-07,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.20979993,25133.42827
2024-08,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.990400076,29051.74512
2024-09,BITBURGER T. BOTELLA NO RETORNABLE 330.0,1.936499951,30544.61975
2024-10,BITBURGER T. BOTELLA NO RETORNABLE 330.0,6.499999881,36846.21949
2024-11,BITBURGER T. BOTELLA NO RETORNABLE 330.0,3.121313082,34270.65218
2024-12,BITBURGER T. BOTELLA NO RETORNABLE 330.0,6.121006045,31373.69145
2025-01,BITBURGER T. BOTELLA NO RETORNABLE 330.0,4.775058028,28609.72405
2025-02,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.023190094,26201.99414
2025-03,BITBURGER T. BOTELLA NO RETORNABLE 330.0,2.583665959,23919.16602
2025-04,BITBURGER T. BOTELLA NO RETORNABLE 330.0,6.694211855,29341.02539
2025-05,BITBURGER T. BOTELLA NO RETORNABLE 330.0,8.148251178,31462.80587
2025-06,BITBURGER T. BOTELLA NO RETORNABLE 330.0,43.38534318,51463.70263
2025-07,BITBURGER T. BOTELLA NO RETORNABLE 330.0,19.02724527,39318.75946
2025-08,BITBURGER T. BOTELLA NO RETORNABLE 330.0,45.95402459,51090.59219
2024-01,BITBURGER T. BOTELLA NO RETORNABLE 500.0,3.564599991,34074.84375
2024-02,BITBURGER T. BOTELLA NO RETORNABLE 500.0,2.476599932,32867.32422
2024-03,BITBURGER T. BOTELLA NO RETORNABLE 500.0,2.621799946,30741.53711
2024-04,BITBURGER T. BOTELLA NO RETORNABLE 500.0,1.826900005,29852.87695
2024-05,BITBURGER T. BOTELLA NO RETORNABLE 500.0,2.029799938,25795.15039
2024-06,BITBURGER T. BOTELLA NO RETORNABLE 500.0,2.66260004,22909.7793
2024-07,BITBURGER T. BOTELLA NO RETORNABLE 500.0,3.794800043,29163.1875
2024-08,BITBURGER T. BOTELLA NO RETORNABLE 500.0,3.633500099,34043.50781
2024-09,BITBURGER T. BOTELLA NO RETORNABLE 500.0,4.687300205,33252.9375
2024-10,BITBURGER T. BOTELLA NO RETORNABLE 500.0,6.086699963,31198.60352
2024-11,BITBURGER T. BOTELLA NO RETORNABLE 500.0,4.864914076,27740.57422
2024-12,BITBURGER T. BOTELLA NO RETORNABLE 500.0,8.585822542,30571.36328
2025-01,BITBURGER T. BOTELLA NO RETORNABLE 500.0,6.308761806,26147.27344
2025-02,BITBURGER T. BOTELLA NO RETORNABLE 500.0,6.286851224,21723.41211
2025-03,BITBURGER T. BOTELLA NO RETORNABLE 500.0,5.399006743,23004.82031
2025-04,BITBURGER T. BOTELLA NO RETORNABLE 500.0,5.996610029,24777.35742
2025-05,BITBURGER T. BOTELLA NO RETORNABLE 500.0,7.90499991,24061.7207
2025-06,BITBURGER T. BOTELLA NO RETORNABLE 500.0,7.60077104,32439.52734
2025-07,BITBURGER T. BOTELLA NO RETORNABLE 500.0,7.34651806,25862.83984
2025-08,BITBURGER T. BOTELLA NO RETORNABLE 500.0,7.887944824,24072.82813
2024-01,BITBURGER T. LATA NO RETORNABLE 500.0,13.43770027,24435.73438
2024-02,BITBURGER T. LATA NO RETORNABLE 500.0,10.37730026,23063.73047
2024-03,BITBURGER T. LATA NO RETORNABLE 500.0,16.66699982,20750.70117
2024-04,BITBURGER T. LATA NO RETORNABLE 500.0,15.28439999,20695.21289
2024-05,BITBURGER T. LATA NO RETORNABLE 500.0,15.2737999,21793.42969
2024-06,BITBURGER T. LATA NO RETORNABLE 500.0,28.52260017,19054.36523
2024-07,BITBURGER T. LATA NO RETORNABLE 500.0,24.99239922,19807.07813
2024-08,BITBURGER T. LATA NO RETORNABLE 500.0,21.97509956,21707.91797
2024-09,BITBURGER T. LATA NO RETORNABLE 500.0,21.42200089,21571.20313
2024-10,BITBURGER T. LATA NO RETORNABLE 500.0,24.34020042,21855.14063
2024-11,BITBURGER T. LATA NO RETORNABLE 500.0,15.48558915,22836.28711
2024-12,BITBURGER T. LATA NO RETORNABLE 500.0,27.29129449,24380.85156
2025-01,BITBURGER T. LATA NO RETORNABLE 500.0,28.50356693,24080.78125
2025-02,BITBURGER T. LATA NO RETORNABLE 500.0,21.05048811,22519.3125
2025-03,BITBURGER T. LATA NO RETORNABLE 500.0,23.17145832,23102.83594
2025-04,BITBURGER T. LATA NO RETORNABLE 500.0,22.45180469,23797.89453
2025-05,BITBURGER T. LATA NO RETORNABLE 500.0,46.97203836,22936.72656
2025-06,BITBURGER T. LATA NO RETORNABLE 500.0,30.45748307,23828.33008
2025-07,BITBURGER T. LATA NO RETORNABLE 500.0,24.61944756,24336.09766
2025-08,BITBURGER T. LATA NO RETORNABLE 500.0,19.68194417,24200.71289
2024-01,BRUDER T. BOTELLA NO RETORNABLE 330.0,78.20610046,35858.43359
2024-02,BRUDER T. BOTELLA NO RETORNABLE 330.0,87.96579742,34786.89844
2024-03,BRUDER T. BOTELLA NO RETORNABLE 330.0,74.02189636,36151.89453
2024-04,BRUDER T. BOTELLA NO RETORNABLE 330.0,87.60610199,36460.60547
2024-05,BRUDER T. BOTELLA NO RETORNABLE 330.0,108.8539963,37415.91797
2024-06,BRUDER T. BOTELLA NO RETORNABLE 330.0,92.13710022,35987.98438
2024-07,BRUDER T. BOTELLA NO RETORNABLE 330.0,105.6794968,34244.66406
2024-08,BRUDER T. BOTELLA NO RETORNABLE 330.0,55.85839844,34298.20313
2024-09,BRUDER T. BOTELLA NO RETORNABLE 330.0,41.4822998,36516.53516
2024-10,BRUDER T. BOTELLA NO RETORNABLE 330.0,50.56489944,36859.8125
2024-11,BRUDER T. BOTELLA NO RETORNABLE 330.0,20.29550551,27267.37305
2024-12,BRUDER T. BOTELLA NO RETORNABLE 330.0,49.07398145,33398.82422
2025-01,BRUDER T. BOTELLA NO RETORNABLE 330.0,65.77712989,28609.17773
2025-02,BRUDER T. BOTELLA NO RETORNABLE 330.0,55.43841486,33708.05469
2025-03,BRUDER T. BOTELLA NO RETORNABLE 330.0,51.50980764,36682.11719
2025-04,BRUDER T. BOTELLA NO RETORNABLE 330.0,52.12021496,37460.8125
2025-05,BRUDER T. BOTELLA NO RETORNABLE 330.0,54.21509683,33702.58594
2025-06,BRUDER T. BOTELLA NO RETORNABLE 330.0,46.31954647,36563.51172
2025-07,BRUDER T. BOTELLA NO RETORNABLE 330.0,62.78672872,36410.18359
2025-08,BRUDER T. BOTELLA NO RETORNABLE 330.0,18.28685894,32800.91797
2025-06,CENTRAL T. BOTELLA RETORNABLE 330.0,98.62723471,5945.821777
2025-07,CENTRAL T. BOTELLA RETORNABLE 330.0,494.7753788,5566.737793
2025-08,CENTRAL T. BOTELLA RETORNABLE 330.0,485.9981123,4986.946777
2024-01,CENTRAL T. LATA NO RETORNABLE 330.0,2685.618164,6034.817871
2024-02,CENTRAL T. LATA NO RETORNABLE 330.0,2525.511719,6840.717285
2024-03,CENTRAL T. LATA NO RETORNABLE 330.0,2447.450684,6127.902832
2024-04,CENTRAL T. LATA NO RETORNABLE 330.0,1664.485352,6095.960449
2024-05,CENTRAL T. LATA NO RETORNABLE 330.0,1339.140259,6006.756836
2024-06,CENTRAL T. LATA NO RETORNABLE 330.0,1743.545166,6036.918457
2024-07,CENTRAL T. LATA NO RETORNABLE 330.0,1943.931641,5953.806641
2024-08,CENTRAL T. LATA NO RETORNABLE 330.0,1734.386108,6063.278809
2024-09,CENTRAL T. LATA NO RETORNABLE 330.0,3057.656494,5633.65918
2024-10,CENTRAL T. LATA NO RETORNABLE 330.0,2823.358887,5694.196289
2024-11,CENTRAL T. LATA NO RETORNABLE 330.0,2030.654663,6032.533203
2024-12,CENTRAL T. LATA NO RETORNABLE 330.0,2523.800186,5946.767578
2025-01,CENTRAL T. LATA NO RETORNABLE 330.0,2609.22133,6464.703613
2025-02,CENTRAL T. LATA NO RETORNABLE 330.0,1670.097503,6175.088379
2025-03,CENTRAL T. LATA NO RETORNABLE 330.0,3438.349763,5596.345703
2025-04,CENTRAL T. LATA NO RETORNABLE 330.0,3459.921276,5673.056152
2025-05,CENTRAL T. LATA NO RETORNABLE 330.0,4016.521568,5458.819336
2025-06,CENTRAL T. LATA NO RETORNABLE 330.0,5112.13718,5453.36377
2025-07,CENTRAL T. LATA NO RETORNABLE 330.0,5219.443827,5655.530762
2025-08,CENTRAL T. LATA NO RETORNABLE 330.0,6226.570442,5740.095215
2024-01,CHELARTE T. BOTELLA NO RETORNABLE 330.0,30.41250038,33292.81641
2024-02,CHELARTE T. BOTELLA NO RETORNABLE 330.0,15.19250011,28450.18945
2024-03,CHELARTE T. BOTELLA NO RETORNABLE 330.0,15.60350037,27919.43359
2024-04,CHELARTE T. BOTELLA NO RETORNABLE 330.0,20.00379944,28455.35742
2024-05,CHELARTE T. BOTELLA NO RETORNABLE 330.0,22.19169998,23246.08594
2024-06,CHELARTE T. BOTELLA NO RETORNABLE 330.0,12.78680038,31617.91992
2024-07,CHELARTE T. BOTELLA NO RETORNABLE 330.0,2.185100079,18889.53906
2024-08,CHELARTE T. BOTELLA NO RETORNABLE 330.0,1.291300058,19645.45898
2024-09,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.971599996,21820.14453
2024-10,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.666100025,14411.81348
2024-11,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.64066903,8270.367188
2024-12,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.065999999,31267.97852
2025-01,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.005186,28428.24023
2025-02,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.011314001,16284.35059
2025-03,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.0033,24103.03125
2025-04,CHELARTE T. BOTELLA NO RETORNABLE 330.0,0.0033,11969.69727
2024-01,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.713800013,53855.52344
2024-02,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.3671,62780.03125
2024-03,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.694700003,49946.28906
2024-04,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.710099995,46702.39453
2024-05,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,2.567199945,56129.1875
2024-06,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,1.912999988,61817.25781
2024-07,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.624899983,47290.5
2024-08,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,1.775500059,63138.67188
2024-09,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.647300005,46765.41797
2024-10,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.797500014,46988.99609
2024-11,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,3.131750133,64296.42578
2024-12,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.967262993,46596.83594
2025-01,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.436534998,47296.19922
2025-02,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.034491,73238.13281
2025-03,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.022158001,77001.03906
2025-04,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.047143001,81564.32813
2025-05,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.024514,84868.46875
2025-06,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.706139958,44384.28906
2025-07,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,2.888977063,67507.32031
2025-08,CHIMAY PERES T. BOTELLA NO RETORNABLE 330.0,0.529882999,46686.29688
2024-01,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.108199999,82330.15625
2024-02,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.100699998,71655.66406
2024-03,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.072899997,73460.15625
2024-04,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.026799999,80549.42969
2024-05,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.0075,86798.66406
2024-06,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.029999999,78119.33594
2024-07,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.015,86798.66406
2024-08,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.0075,69440
2024-09,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.0075,69440
2024-10,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.033199999,62333.16797
2024-11,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.024642998,77528.76563
2024-12,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.622507987,79247.88281
2025-01,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.463919007,82742.09375
2025-02,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.220714995,78738.99219
2025-03,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.300002001,77926.79688
2025-04,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.167142,87711.25
2025-05,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.135001994,95197.59375
2025-06,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.117856996,95050.71094
2025-07,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.069643998,97507.34375
2025-08,CHIMAY PERES T. BOTELLA NO RETORNABLE 750.0,0.103926004,90196.94531
2024-01,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,9501.785156,3690.653076
2024-02,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8141.641602,3718.380371
2024-03,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,9429.427734,3804.325439
2024-04,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,9367.613281,3848.988037
2024-05,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8543.209961,3760.408447
2024-06,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8246.427734,3827.783936
2024-07,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,10667.29199,3858.40625
2024-08,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,10259.98047,3873.488281
2024-09,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,10186.11816,3791.068115
2024-10,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,10609.98438,3787.411865
2024-11,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8683.38689,3857.254883
2024-12,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,10337.51295,3841.716797
2025-01,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,9571.978751,3920.034912
2025-02,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8542.509924,3937.19751
2025-03,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8213.534108,3920.712158
2025-04,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,7493.430505,3984.450195
2025-05,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,7722.630792,4056.328125
2025-06,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,7659.591059,4067.036133
2025-07,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8190.901255,4040.75415
2025-08,COLA & POLA CTE BOTELLA NO RETORNABLE 1500.0,8966.506183,4072.795166
2024-10,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,5.249899864,9090.90918
2024-11,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,6.224650239,9090.90918
2024-12,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,5.934083355,9090.917969
2025-01,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,9.984485402,9090.90918
2025-02,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,28.86811642,8890.413086
2025-03,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,34.10987546,9032.361328
2025-04,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,55.37914693,8306.668945
2025-05,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,29.48018224,9176.598633
2025-06,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,8.504807284,8607.162109
2025-07,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,25.58317525,8863.430664
2025-08,COLA & POLA CTE BOTELLA NO RETORNABLE 330.0,9.311318709,10606.06055
2024-09,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,0.930599988,6205.040039
2024-11,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,0.024,4500
2024-12,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,0.048,4500
2025-01,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,0.027427001,4500.032715
2025-02,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,0.020572998,4499.956543
2025-04,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,0.048,4500
2025-05,COLA & POLA CTE BOTELLA NO RETORNABLE 400.0,0.024,4500
2024-01,COLA & POLA CTE BOTELLA RETORNABLE 330.0,9605.115234,7997.297363
2024-02,COLA & POLA CTE BOTELLA RETORNABLE 330.0,9126.15332,8099.508789
2024-03,COLA & POLA CTE BOTELLA RETORNABLE 330.0,10679.375,8163.297852
2024-04,COLA & POLA CTE BOTELLA RETORNABLE 330.0,10543.66309,8205.049805
2024-05,COLA & POLA CTE BOTELLA RETORNABLE 330.0,10413.7002,8405.766602
