year_month,sku,price_per_unit
2025-05,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA RETORNABLE 330.0,3420
2025-06,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA RETORNABLE 330.0,3574
2025-07,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA RETORNABLE 330.0,3432
2025-08,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA RETORNABLE 330.0,3779
2024-09,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2046
2024-10,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2466
2024-11,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,1994
2024-12,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2028
2025-01,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2241
2025-02,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2339
2025-03,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2013
2025-04,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2065
2025-05,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2636
2025-06,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2769
2025-07,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2531
2025-08,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,2444
2024-09,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3335
2024-10,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3557
2024-11,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3977
2024-12,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3908
2025-01,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3791
2025-02,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3631
2025-03,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3927
2025-04,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3809
2025-05,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,4095
2025-06,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3405
2025-07,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3954
2025-08,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,3502
2024-09,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,4000
2024-10,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,4080
2024-11,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,3917
2024-12,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,3723
2025-01,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,4269
2025-02,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,3980
2025-03,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,4163
2025-04,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,3713
2025-05,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,4232
2025-06,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,4226
2025-07,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,4200.333333
2025-08,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,3975
2024-09,CLUB COLOMBIA ROJA BOTELLA NO RETORNABLE 330.0,2882.666667
2024-10,CLUB COLOMBIA ROJA BOTELLA NO RETORNABLE 330.0,4305
2024-11,CLUB COLOMBIA ROJA BOTELLA NO RETORNABLE 330.0,4229
2024-09,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3348.333333
2024-10,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3568
2024-11,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3662
2024-12,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3662
2025-01,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3445
2025-02,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3445
2025-03,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3208
2025-04,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3145
2025-05,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3960
2025-06,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3414
2025-07,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3953
2025-08,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,3976
2024-09,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3261
2024-10,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3619
2024-11,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3860
2024-12,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3329
2025-01,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3612
2025-02,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3673
2025-03,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3740
2025-04,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3669
2025-05,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,3459
2025-06,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,4076
2025-07,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,4112
2025-08,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,4053
2024-10,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3873
2024-11,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3985
2024-12,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3871
2025-01,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3908
2025-02,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3888
2025-04,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,4155
2025-05,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3801
2025-06,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3920
2025-07,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,3911
2025-08,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,4475
2024-10,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,2805
2024-11,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,2715
2024-12,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,2756
2025-01,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,3192
2025-02,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,3000
2025-03,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,2700
2025-04,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,2934
2025-05,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,3535
2025-06,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,3775
2025-07,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,3464
2025-08,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,3743
2024-09,CORONA CERO BOTELLA NO RETORNABLE 330.0,4338
2024-10,CORONA CERO BOTELLA NO RETORNABLE 330.0,4876
2024-11,CORONA CERO BOTELLA NO RETORNABLE 330.0,4710
2024-12,CORONA CERO BOTELLA NO RETORNABLE 330.0,4618
2025-01,CORONA CERO BOTELLA NO RETORNABLE 330.0,4620
2025-02,CORONA CERO BOTELLA NO RETORNABLE 330.0,4741
2025-03,CORONA CERO BOTELLA NO RETORNABLE 330.0,4589
2025-04,CORONA CERO BOTELLA NO RETORNABLE 330.0,4653
2025-05,CORONA CERO BOTELLA NO RETORNABLE 330.0,4676
2025-06,CORONA CERO BOTELLA NO RETORNABLE 330.0,4780
2025-07,CORONA CERO BOTELLA NO RETORNABLE 330.0,4888
2025-08,CORONA CERO BOTELLA NO RETORNABLE 330.0,4623
2025-05,CORONA CERO LATA NO RETORNABLE 269.0,2892
2025-06,CORONA CERO LATA NO RETORNABLE 269.0,2805
2025-07,CORONA CERO LATA NO RETORNABLE 269.0,2971
2025-08,CORONA CERO LATA NO RETORNABLE 269.0,3002
2024-09,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4393
2024-10,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,3997
2024-11,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4595
2024-12,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4438
2025-01,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4297
2025-02,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4133
2025-03,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4653
2025-04,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,3911
2025-05,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4614
2025-06,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4671
2025-07,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4675
2025-08,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,4436
2024-09,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4388
2024-10,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4299
2024-11,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4605
2024-12,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4326
2025-01,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4491
2025-02,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4225
2025-03,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4909
2025-06,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4492
2025-08,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,4224
2024-09,CORONA EXTRA LATA NO RETORNABLE 269.0,2709
2024-10,CORONA EXTRA LATA NO RETORNABLE 269.0,3309
2024-11,CORONA EXTRA LATA NO RETORNABLE 269.0,3221
2024-12,CORONA EXTRA LATA NO RETORNABLE 269.0,3123
2025-01,CORONA EXTRA LATA NO RETORNABLE 269.0,3308
2025-02,CORONA EXTRA LATA NO RETORNABLE 269.0,3229
2025-03,CORONA EXTRA LATA NO RETORNABLE 269.0,3314
2025-04,CORONA EXTRA LATA NO RETORNABLE 269.0,3011
2025-05,CORONA EXTRA LATA NO RETORNABLE 269.0,3116
2025-06,CORONA EXTRA LATA NO RETORNABLE 269.0,3034
2025-07,CORONA EXTRA LATA NO RETORNABLE 269.0,2730
2025-08,CORONA EXTRA LATA NO RETORNABLE 269.0,2928
2025-01,CORONITA EXTRA BOTELLA NO RETORNABLE 207.0,2718
2025-04,CORONITA EXTRA BOTELLA NO RETORNABLE 207.0,2735
2025-06,CORONITA EXTRA BOTELLA NO RETORNABLE 207.0,2438
2025-08,CORONITA EXTRA BOTELLA NO RETORNABLE 207.0,2891
2024-09,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3022
2024-10,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,2823
2024-11,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,2844
2024-12,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3558
2025-01,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3350
2025-02,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3481
2025-03,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3078
2025-04,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3308
2025-05,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3697
2025-06,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,2968
2025-07,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3367.333333
2025-08,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,3273
2024-09,COSTENA BACANA BOTELLA RETORNABLE 320.0,2172
2024-10,COSTENA BACANA BOTELLA RETORNABLE 320.0,2444
2024-11,COSTENA BACANA BOTELLA RETORNABLE 320.0,1768
2024-12,COSTENA BACANA BOTELLA RETORNABLE 320.0,2357
2025-01,COSTENA BACANA BOTELLA RETORNABLE 320.0,2190
2025-02,COSTENA BACANA BOTELLA RETORNABLE 320.0,2028
2025-03,COSTENA BACANA BOTELLA RETORNABLE 320.0,2377
2025-04,COSTENA BACANA BOTELLA RETORNABLE 320.0,1769
2025-05,COSTENA BACANA BOTELLA RETORNABLE 320.0,2482
2025-06,COSTENA BACANA BOTELLA RETORNABLE 320.0,1811
2025-07,COSTENA BACANA BOTELLA RETORNABLE 320.0,2223
2025-08,COSTENA BACANA BOTELLA RETORNABLE 320.0,2026
2025-02,COSTENA BACANA LATA NO RETORNABLE 269.0,2212
2025-03,COSTENA BACANA LATA NO RETORNABLE 269.0,1993
2025-04,COSTENA BACANA LATA NO RETORNABLE 269.0,1859
2025-05,COSTENA BACANA LATA NO RETORNABLE 269.0,2342
2025-06,COSTENA BACANA LATA NO RETORNABLE 269.0,2283
2025-07,COSTENA BACANA LATA NO RETORNABLE 269.0,1929
2025-08,COSTENA BACANA LATA NO RETORNABLE 269.0,1839
2024-09,COSTENA BACANA LATA NO RETORNABLE 330.0,2119
2024-10,COSTENA BACANA LATA NO RETORNABLE 330.0,2750
2024-11,COSTENA BACANA LATA NO RETORNABLE 330.0,2129
2024-12,COSTENA BACANA LATA NO RETORNABLE 330.0,2440
2025-01,COSTENA BACANA LATA NO RETORNABLE 330.0,2770
2025-02,COSTENA BACANA LATA NO RETORNABLE 330.0,2666
2025-03,COSTENA BACANA LATA NO RETORNABLE 330.0,2535
2025-04,COSTENA BACANA LATA NO RETORNABLE 330.0,2411
2025-05,COSTENA BACANA LATA NO RETORNABLE 330.0,2257
2025-06,COSTENA BACANA LATA NO RETORNABLE 330.0,2312
2025-07,COSTENA BACANA LATA NO RETORNABLE 330.0,2530
2025-08,COSTENA BACANA LATA NO RETORNABLE 330.0,3255
2025-04,COSTENA BACANA LATA NO RETORNABLE 473.0,3589
2025-05,COSTENA BACANA LATA NO RETORNABLE 473.0,3447
2025-06,COSTENA BACANA LATA NO RETORNABLE 473.0,3576
2025-07,COSTENA BACANA LATA NO RETORNABLE 473.0,3232
2025-08,COSTENA BACANA LATA NO RETORNABLE 473.0,3648
2024-11,COSTENA CTE BOTELLA RETORNABLE 1000.0,4047
2024-12,COSTENA CTE BOTELLA RETORNABLE 1000.0,4369
2025-01,COSTENA CTE BOTELLA RETORNABLE 1000.0,3987
2025-02,COSTENA CTE BOTELLA RETORNABLE 1000.0,4328
2025-03,COSTENA CTE BOTELLA RETORNABLE 1000.0,4230
2025-04,COSTENA CTE BOTELLA RETORNABLE 1000.0,3830
2025-05,COSTENA CTE BOTELLA RETORNABLE 1000.0,4015
2025-06,COSTENA CTE BOTELLA RETORNABLE 1000.0,3868
2025-07,COSTENA CTE BOTELLA RETORNABLE 1000.0,4096
2025-08,COSTENA CTE BOTELLA RETORNABLE 1000.0,3847
2024-09,COSTENA CTE BOTELLA RETORNABLE 330.0,1528
2024-10,COSTENA CTE BOTELLA RETORNABLE 330.0,1569
2024-11,COSTENA CTE BOTELLA RETORNABLE 330.0,1868
2024-12,COSTENA CTE BOTELLA RETORNABLE 330.0,1600
2025-01,COSTENA CTE BOTELLA RETORNABLE 330.0,2237
2025-02,COSTENA CTE BOTELLA RETORNABLE 330.0,2117
2025-03,COSTENA CTE BOTELLA RETORNABLE 330.0,2134
2025-04,COSTENA CTE BOTELLA RETORNABLE 330.0,1507
2025-05,COSTENA CTE BOTELLA RETORNABLE 330.0,1827
2025-06,COSTENA CTE BOTELLA RETORNABLE 330.0,1712
2025-07,COSTENA CTE BOTELLA RETORNABLE 330.0,2282
2025-08,COSTENA CTE BOTELLA RETORNABLE 330.0,2052
2024-09,COSTENA CTE BOTELLA RETORNABLE 350.0,2398
2024-10,COSTENA CTE BOTELLA RETORNABLE 350.0,2686
2024-11,COSTENA CTE BOTELLA RETORNABLE 350.0,2638
2024-12,COSTENA CTE BOTELLA RETORNABLE 350.0,1930
2025-01,COSTENA CTE BOTELLA RETORNABLE 350.0,2046
2025-02,COSTENA CTE BOTELLA RETORNABLE 350.0,1984
2025-03,COSTENA CTE BOTELLA RETORNABLE 350.0,2245
2024-09,COSTENA CTE BOTELLA RETORNABLE 750.0,3485
2024-10,COSTENA CTE BOTELLA RETORNABLE 750.0,3107
2024-11,COSTENA CTE BOTELLA RETORNABLE 750.0,3395
2024-12,COSTENA CTE BOTELLA RETORNABLE 750.0,2879
2025-01,COSTENA CTE BOTELLA RETORNABLE 750.0,2920
2025-02,COSTENA CTE BOTELLA RETORNABLE 750.0,2895
2025-03,COSTENA CTE BOTELLA RETORNABLE 750.0,3348
2025-04,COSTENA CTE BOTELLA RETORNABLE 750.0,3543
2025-05,COSTENA CTE BOTELLA RETORNABLE 750.0,3196
2025-06,COSTENA CTE BOTELLA RETORNABLE 750.0,2986
2025-07,COSTENA CTE BOTELLA RETORNABLE 750.0,3077
2025-08,COSTENA CTE BOTELLA RETORNABLE 750.0,3143
2024-09,COSTENA CTE LATA NO RETORNABLE 330.0,1226
2024-10,COSTENA CTE LATA NO RETORNABLE 330.0,1399
2024-11,COSTENA CTE LATA NO RETORNABLE 330.0,1849
2024-12,COSTENA CTE LATA NO RETORNABLE 330.0,1481
2025-01,COSTENA CTE LATA NO RETORNABLE 330.0,1849
2025-02,COSTENA CTE LATA NO RETORNABLE 330.0,1565
2025-03,COSTENA CTE LATA NO RETORNABLE 330.0,1645
2025-04,COSTENA CTE LATA NO RETORNABLE 330.0,1945
2025-05,COSTENA CTE LATA NO RETORNABLE 330.0,1442
2025-06,COSTENA CTE LATA NO RETORNABLE 330.0,1781
2025-07,COSTENA CTE LATA NO RETORNABLE 330.0,1263
2025-08,COSTENA CTE LATA NO RETORNABLE 330.0,1499
2024-09,COSTENITA CTE BOTELLA RETORNABLE 175.0,2043
2024-10,COSTENITA CTE BOTELLA RETORNABLE 175.0,2090
2024-11,COSTENITA CTE BOTELLA RETORNABLE 175.0,1746
2024-12,COSTENITA CTE BOTELLA RETORNABLE 175.0,2220
2025-01,COSTENITA CTE BOTELLA RETORNABLE 175.0,2058
2025-02,COSTENITA CTE BOTELLA RETORNABLE 175.0,2420
2025-03,COSTENITA CTE BOTELLA RETORNABLE 175.0,2106
2025-04,COSTENITA CTE BOTELLA RETORNABLE 175.0,2399
2025-05,COSTENITA CTE BOTELLA RETORNABLE 175.0,2252
2025-06,COSTENITA CTE BOTELLA RETORNABLE 175.0,2128
2025-07,COSTENITA CTE BOTELLA RETORNABLE 175.0,2072
2025-08,COSTENITA CTE BOTELLA RETORNABLE 175.0,1715
2024-09,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1556
2024-10,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1288
2024-11,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1688
2024-12,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1757
2025-01,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1488
2025-02,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1904
2025-03,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1609
2025-04,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1890
2025-05,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1946
2025-06,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1712
2025-07,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,1559
2025-08,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,2292
2024-09,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,3043.333333
2024-10,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,3077
2024-11,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,2791
2024-12,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,2789
2025-01,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,2845
2025-02,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,2831
2025-03,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,4945
2025-04,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,4311
2025-05,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,4281
2025-06,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,4457
2025-07,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,3858.333333
2025-08,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,3896
2024-09,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,3214
2024-10,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,3041
2024-11,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,2738
2024-12,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,2699
2025-01,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,2687
2025-02,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,2458
2025-03,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,3106
2025-04,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,3222
2025-05,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,3139
2025-06,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,3179
2025-07,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,2711
2025-08,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,2808
2024-09,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6297
2024-10,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6926
2024-11,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6590
2024-12,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6883
2025-01,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6647
2025-02,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6344
2025-03,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6663
2025-05,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,5754
2025-06,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6152
2025-07,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,6475
2025-08,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,5734
2024-09,NATIVA T. BOTELLA RETORNABLE 250.0,1379
2024-10,NATIVA T. BOTELLA RETORNABLE 250.0,981
2024-11,NATIVA T. BOTELLA RETORNABLE 250.0,1438
2025-06,NATIVA T. BOTELLA RETORNABLE 250.0,1709
2024-09,NATIVA T. BOTELLA RETORNABLE 330.0,1440
2024-10,NATIVA T. BOTELLA RETORNABLE 330.0,1448
2024-11,NATIVA T. BOTELLA RETORNABLE 330.0,1561
2024-12,NATIVA T. BOTELLA RETORNABLE 330.0,1572
2025-01,NATIVA T. BOTELLA RETORNABLE 330.0,1674
2025-02,NATIVA T. BOTELLA RETORNABLE 330.0,1798
2025-03,NATIVA T. BOTELLA RETORNABLE 330.0,1827
2025-04,NATIVA T. BOTELLA RETORNABLE 330.0,1254
2025-05,NATIVA T. BOTELLA RETORNABLE 330.0,1731.666667
2025-06,NATIVA T. BOTELLA RETORNABLE 330.0,1692
2025-07,NATIVA T. BOTELLA RETORNABLE 330.0,1890
2025-08,NATIVA T. BOTELLA RETORNABLE 330.0,1824
2024-09,PILSEN CTE BOTELLA RETORNABLE 1000.0,5700
2024-10,PILSEN CTE BOTELLA RETORNABLE 1000.0,5848
2024-11,PILSEN CTE BOTELLA RETORNABLE 1000.0,5696
2024-12,PILSEN CTE BOTELLA RETORNABLE 1000.0,5839
2025-01,PILSEN CTE BOTELLA RETORNABLE 1000.0,5686
2025-02,PILSEN CTE BOTELLA RETORNABLE 1000.0,5656
2025-03,PILSEN CTE BOTELLA RETORNABLE 1000.0,5203
2025-04,PILSEN CTE BOTELLA RETORNABLE 1000.0,5297
2025-05,PILSEN CTE BOTELLA RETORNABLE 1000.0,5593
2025-06,PILSEN CTE BOTELLA RETORNABLE 1000.0,5701
2025-07,PILSEN CTE BOTELLA RETORNABLE 1000.0,5984
2025-08,PILSEN CTE BOTELLA RETORNABLE 1000.0,5928
2024-09,PILSEN CTE BOTELLA RETORNABLE 330.0,2789
2024-10,PILSEN CTE BOTELLA RETORNABLE 330.0,2423
2024-11,PILSEN CTE BOTELLA RETORNABLE 330.0,2630
2024-12,PILSEN CTE BOTELLA RETORNABLE 330.0,2752
2025-01,PILSEN CTE BOTELLA RETORNABLE 330.0,2723
2025-02,PILSEN CTE BOTELLA RETORNABLE 330.0,2435
2025-03,PILSEN CTE BOTELLA RETORNABLE 330.0,2540
2025-04,PILSEN CTE BOTELLA RETORNABLE 330.0,2819
2025-05,PILSEN CTE BOTELLA RETORNABLE 330.0,2880
2025-06,PILSEN CTE BOTELLA RETORNABLE 330.0,2964
2025-07,PILSEN CTE BOTELLA RETORNABLE 330.0,3175
2025-08,PILSEN CTE BOTELLA RETORNABLE 330.0,2591
2024-09,PILSEN CTE LATA NO RETORNABLE 330.0,3578
2024-10,PILSEN CTE LATA NO RETORNABLE 330.0,3346
2024-11,PILSEN CTE LATA NO RETORNABLE 330.0,3626
2024-12,PILSEN CTE LATA NO RETORNABLE 330.0,3299
2025-01,PILSEN CTE LATA NO RETORNABLE 330.0,3025
2025-02,PILSEN CTE LATA NO RETORNABLE 330.0,3090
2025-03,PILSEN CTE LATA NO RETORNABLE 330.0,3225
2025-04,PILSEN CTE LATA NO RETORNABLE 330.0,3050
2025-05,PILSEN CTE LATA NO RETORNABLE 330.0,3694
2025-06,PILSEN CTE LATA NO RETORNABLE 330.0,3194
2025-07,PILSEN CTE LATA NO RETORNABLE 330.0,3794
2025-08,PILSEN CTE LATA NO RETORNABLE 330.0,3640
2024-09,PILSEN CTE LATA NO RETORNABLE 473.0,3419
2024-10,PILSEN CTE LATA NO RETORNABLE 473.0,3946
2024-11,PILSEN CTE LATA NO RETORNABLE 473.0,3290
2024-12,PILSEN CTE LATA NO RETORNABLE 473.0,3345
2025-01,PILSEN CTE LATA NO RETORNABLE 473.0,3519
2025-02,PILSEN CTE LATA NO RETORNABLE 473.0,3459
2025-03,PILSEN CTE LATA NO RETORNABLE 473.0,3754
2025-04,PILSEN CTE LATA NO RETORNABLE 473.0,3929
2025-05,PILSEN CTE LATA NO RETORNABLE 473.0,3887
2025-06,PILSEN CTE LATA NO RETORNABLE 473.0,4168
2025-07,PILSEN CTE LATA NO RETORNABLE 473.0,3444
2025-08,PILSEN CTE LATA NO RETORNABLE 473.0,4042
2024-09,POKER CTE BOTELLA RETORNABLE 1000.0,5355
2024-10,POKER CTE BOTELLA RETORNABLE 1000.0,4834
2024-11,POKER CTE BOTELLA RETORNABLE 1000.0,5002
