target_sku,other_sku,manufacturer,elasticity
PILSEN CTE LATA NO RETORNABLE 355.0,BUDWEISER T. BOTELLA NO RETORNABLE 250.0,ABI,0.002403151
PILSEN CTE LATA NO RETORNABLE 355.0,POKER LIGERA LATA NO RETORNABLE 330.0,ABI,0.00084044
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA NEGRA BOTELLA RETORNABLE 330.0,ABI,0.000596099
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,ABI,0.002881823
PILSEN CTE LATA NO RETORNABLE 355.0,CUSQUENA CTE BOTELLA NO RETORNABLE 310.0,ABI,0.002948906
PILSEN CTE LATA NO RETORNABLE 355.0,POKER CTE BOTELLA RETORNABLE 250.0,ABI,0.000636681
PILSEN CTE LATA NO RETORNABLE 355.0,CORONA EXTRA BOTELLA NO RETORNABLE 210.0,ABI,0.003034518
PILSEN CTE LATA NO RETORNABLE 355.0,POKER CTE BOTELLA RETORNABLE 1000.0,ABI,0.001303837
PILSEN CTE LATA NO RETORNABLE 355.0,BECK'S CTE LATA NO RETORNABLE 330.0,ABI,0.003106513
PILSEN CTE LATA NO RETORNABLE 355.0,PILSEN CTE BOTELLA RETORNABLE 330.0,ABI,0.00306773
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,ABI,0.002037545
PILSEN CTE LATA NO RETORNABLE 355.0,POKER PURA MALTA LATA NO RETORNABLE 330.0,ABI,0.002520673
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CERO LATA NO RETORNABLE 330.0,ABI,0.002588436
PILSEN CTE LATA NO RETORNABLE 355.0,CORONA EXTRA BOTELLA RETORNABLE 330.0,ABI,0.002690898
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA ROJA BOTELLA NO RETORNABLE 330.0,ABI,0.002682988
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 355.0,ABI,0.000368533
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT LATA NO RETORNABLE 269.0,ABI,0.00240284
PILSEN CTE LATA NO RETORNABLE 355.0,COSTENA CTE BOTELLA RETORNABLE 1000.0,ABI,0
PILSEN CTE LATA NO RETORNABLE 355.0,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,ABI,0.003004031
PILSEN CTE LATA NO RETORNABLE 355.0,REDD'S CTE BOTELLA NO RETORNABLE 250.0,ABI,0.001540766
PILSEN CTE LATA NO RETORNABLE 355.0,CORONA CERO BOTELLA NO RETORNABLE 330.0,ABI,0.002393911
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA NEGRA BOTELLA NO RETORNABLE 330.0,ABI,0.002404379
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,ABI,0.002836021
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA NEGRA LATA NO RETORNABLE 330.0,ABI,0.002125197
PILSEN CTE LATA NO RETORNABLE 355.0,AZTECA CTE LATA NO RETORNABLE 330.0,ABI,0.000849505
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA DOBLE MALTA LATA NO RETORNABLE 330.0,ABI,0.000517095
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT LATA NO RETORNABLE 330.0,ABI,0.000948695
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY LA COTIDIANA LATA NO RETORNABLE 269.0,ABI,0.003014553
PILSEN CTE LATA NO RETORNABLE 355.0,NATIVA T. BOTELLA RETORNABLE 330.0,ABI,0.002235138
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CERO LATA NO RETORNABLE 355.0,ABI,0.002890717
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA RETORNABLE 250.0,ABI,0.002897255
PILSEN CTE LATA NO RETORNABLE 355.0,COSTENA BACANA LATA NO RETORNABLE 330.0,ABI,0.002690493
PILSEN CTE LATA NO RETORNABLE 355.0,STELLA ARTOIS T. LATA NO RETORNABLE 250.0,ABI,0.002463135
PILSEN CTE LATA NO RETORNABLE 355.0,PILSEN CTE LATA NO RETORNABLE 330.0,ABI,0.0030635
PILSEN CTE LATA NO RETORNABLE 355.0,BECK'S CTE BOTELLA NO RETORNABLE 275.0,ABI,0.002122984
PILSEN CTE LATA NO RETORNABLE 355.0,COSTENA CTE BOTELLA RETORNABLE 330.0,ABI,0.002976108
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,ABI,0.00290895
PILSEN CTE LATA NO RETORNABLE 355.0,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,ABI,0.003078738
PILSEN CTE LATA NO RETORNABLE 355.0,POKER CTE LATA NO RETORNABLE 269.0,ABI,0.002842658
PILSEN CTE LATA NO RETORNABLE 355.0,REDD'S CTE LATA NO RETORNABLE 296.0,ABI,0.002769397
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY CHAPINERO BOTELLA NO RETORNABLE 330.0,ABI,0.002662838
PILSEN CTE LATA NO RETORNABLE 355.0,CUSQUENA CTE BOTELLA NO RETORNABLE 330.0,ABI,0.00216144
PILSEN CTE LATA NO RETORNABLE 355.0,STELLA ARTOIS T. BOTELLA NO RETORNABLE 300.0,ABI,0.002150526
PILSEN CTE LATA NO RETORNABLE 355.0,REDD'S CTE BOTELLA RETORNABLE 330.0,ABI,0.002635289
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA 0 BOTELLA RETORNABLE 330.0,ABI,0.00175775
PILSEN CTE LATA NO RETORNABLE 355.0,CORONITA EXTRA BOTELLA RETORNABLE 210.0,ABI,0.002627089
PILSEN CTE LATA NO RETORNABLE 355.0,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,ABI,0.002767593
PILSEN CTE LATA NO RETORNABLE 355.0,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,ABI,0.002357962
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA 0 LATA NO RETORNABLE 330.0,ABI,0.001162879
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CTE LATA NO RETORNABLE 269.0,ABI,0.000619442
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,ABI,0.002835421
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA RETORNABLE 330.0,ABI,0.002656792
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY CAJICA LATA NO RETORNABLE 269.0,ABI,0.002788959
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA RETORNABLE 330.0,ABI,0.002860337
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA RETORNABLE 330.0,ABI,0.002855208
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA RETORNABLE 750.0,ABI,0.0013641
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY CAJICA BOTELLA NO RETORNABLE 330.0,ABI,0.002225464
PILSEN CTE LATA NO RETORNABLE 355.0,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,ABI,0.003001016
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA RETORNABLE 1000.0,ABI,0.003009362
PILSEN CTE LATA NO RETORNABLE 355.0,COSTENA BACANA BOTELLA NO RETORNABLE 320.0,ABI,0.000585873
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY SEPTIMAZO BOTELLA NO RETORNABLE 330.0,ABI,0.002467506
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CTE LATA NO RETORNABLE 473.0,ABI,0.001946669
PILSEN CTE LATA NO RETORNABLE 355.0,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,ABI,0.002500119
PILSEN CTE LATA NO RETORNABLE 355.0,PILSEN CTE BOTELLA RETORNABLE 750.0,ABI,0.002765912
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA NO RETORNABLE 500.0,ABI,0.002292111
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA RETORNABLE 1000.0,ABI,0.002995874
PILSEN CTE LATA NO RETORNABLE 355.0,POKER CTE BOTELLA RETORNABLE 300.0,ABI,0.000537707
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA TRIGO LATA NO RETORNABLE 330.0,ABI,0.00313732
PILSEN CTE LATA NO RETORNABLE 355.0,BUSCH LIGHT LATA NO RETORNABLE 330.0,ABI,0.001052623
PILSEN CTE LATA NO RETORNABLE 355.0,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,ABI,0.003094196
PILSEN CTE LATA NO RETORNABLE 355.0,POKER CTE OTROS ENVASES NO RETORNABLE 330.0,ABI,0.002636174
PILSEN CTE LATA NO RETORNABLE 355.0,BUDWEISER T. BOTELLA RETORNABLE 250.0,ABI,0.001370617
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA JUAN VALDEZ LATA NO RETORNABLE 269.0,ABI,0
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA NO RETORNABLE 330.0,ABI,0.00289549
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,ABI,0.000154479
PILSEN CTE LATA NO RETORNABLE 355.0,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,ABI,0.003082214
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA GRAN DORADA BOTELLA RETORNABLE null.0,ABI,0.002719251
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA NO RETORNABLE 330.0,ABI,0.00307899
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA RETORNABLE 750.0,ABI,0.003133565
PILSEN CTE LATA NO RETORNABLE 355.0,BECK'S CTE LATA NO RETORNABLE 355.0,ABI,0.001897629
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT LATA NO RETORNABLE 296.0,ABI,0.002036022
PILSEN CTE LATA NO RETORNABLE 355.0,REDD'S ROSE LATA NO RETORNABLE 269.0,ABI,0
PILSEN CTE LATA NO RETORNABLE 355.0,AUSTEN OTRAS LATA NO RETORNABLE 330.0,ABI,0.00317484
PILSEN CTE LATA NO RETORNABLE 355.0,BUDWEISER T. BOTELLA RETORNABLE 330.0,ABI,0
PILSEN CTE LATA NO RETORNABLE 355.0,BAHIA CTE LATA NO RETORNABLE 330.0,ABI,0.002676324
PILSEN CTE LATA NO RETORNABLE 355.0,CORONA EXTRA LATA NO RETORNABLE 269.0,ABI,0.001005733
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY LAGER BOTELLA NO RETORNABLE 330.0,ABI,0.001063667
PILSEN CTE LATA NO RETORNABLE 355.0,POKER ROJA LATA NO RETORNABLE 330.0,ABI,0.002844117
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA FUSION BOTELLA RETORNABLE 175.0,ABI,0
PILSEN CTE LATA NO RETORNABLE 355.0,COSTENA CTE BOTELLA RETORNABLE 350.0,ABI,0.003035503
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA SIEMBRA BOTELLA RETORNABLE 330.0,ABI,0.002707367
PILSEN CTE LATA NO RETORNABLE 355.0,BECK'S CTE LATA NO RETORNABLE 269.0,ABI,0.002311431
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA NO RETORNABLE 900.0,ABI,4.33E-05
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT LATA NO RETORNABLE 300.0,ABI,0.002540103
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA FUSION BOTELLA RETORNABLE 330.0,ABI,0.003072398
PILSEN CTE LATA NO RETORNABLE 355.0,POKER PURA MALTA BOTELLA RETORNABLE 330.0,ABI,0.002846889
PILSEN CTE LATA NO RETORNABLE 355.0,NATIVA T. BOTELLA RETORNABLE 250.0,ABI,0.002885462
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA CERO BOTELLA NO RETORNABLE 330.0,ABI,0.00303527
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA ROJA LATA NO RETORNABLE 355.0,ABI,0.002638881
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY CANDELARIA BOTELLA NO RETORNABLE 330.0,ABI,0.002467506
PILSEN CTE LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY OTRAS BOTELLA NO RETORNABLE 330.0,ABI,0.000522476
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA NO RETORNABLE 200.0,ABI,0.000947272
PILSEN CTE LATA NO RETORNABLE 355.0,POKER CTE BOTELLA NO RETORNABLE 300.0,ABI,0.002987901
PILSEN CTE LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA NO RETORNABLE 300.0,ABI,0.000947272
PILSEN CTE LATA NO RETORNABLE 355.0,BUDWEISER T. BOTELLA NO RETORNABLE null.0,ABI,0.002519439
PILSEN CTE LATA NO RETORNABLE 355.0,POKER ROJA LATA NO RETORNABLE 355.0,ABI,2.26E-05
PILSEN CTE LATA NO RETORNABLE 355.0,BECK'S CTE BOTELLA RETORNABLE 275.0,ABI,0.002800598
PILSEN CTE LATA NO RETORNABLE 355.0,CLUB COLOMBIA DOBLE MALTA BOTELLA NO RETORNABLE 330.0,ABI,0.002494315
PILSEN CTE LATA NO RETORNABLE 355.0,COSTENA CTE LATA NO RETORNABLE 296.0,ABI,0.000798008
AGUILA 0 LATA NO RETORNABLE 355.0,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,ABI,0.001937339
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE LATA NO RETORNABLE 330.0,ABI,0.001633596
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA FUSION LATA NO RETORNABLE 269.0,ABI,0.002661299
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA BACANA LATA NO RETORNABLE 269.0,ABI,0.001944271
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA IMPERIAL BOTELLA NO RETORNABLE 330.0,ABI,0
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA NO RETORNABLE 330.0,ABI,0.00206319
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA CTE BOTELLA RETORNABLE 750.0,ABI,0.001990356
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA CTE LATA NO RETORNABLE 330.0,ABI,0.001401207
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA LIGHT LATA NO RETORNABLE 473.0,ABI,0.001146326
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CTE LATA NO RETORNABLE 330.0,ABI,0.002131794
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA BACANA LATA NO RETORNABLE 473.0,ABI,0
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA DOBLE MALTA BOTELLA RETORNABLE 330.0,ABI,0.00264355
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY ROSE BOTELLA NO RETORNABLE 330.0,ABI,0.00159505
AGUILA 0 LATA NO RETORNABLE 355.0,STELLA ARTOIS T. LATA NO RETORNABLE 330.0,ABI,0.001797481
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE LATA NO RETORNABLE 355.0,ABI,0.002823328
AGUILA 0 LATA NO RETORNABLE 355.0,PILSEN CTE BOTELLA RETORNABLE 300.0,ABI,0.002197371
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE BOTELLA RETORNABLE 330.0,ABI,0.00141136
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY ROSE LATA NO RETORNABLE 269.0,ABI,0.00159505
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA BACANA BOTELLA RETORNABLE 320.0,ABI,0.001358917
AGUILA 0 LATA NO RETORNABLE 355.0,REDD'S CTE LATA NO RETORNABLE 269.0,ABI,0.002279201
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CTE LATA NO RETORNABLE 355.0,ABI,0.001481975
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENITA CTE BOTELLA RETORNABLE 175.0,ABI,0.002456497
AGUILA 0 LATA NO RETORNABLE 355.0,PILSEN CTE BOTELLA RETORNABLE 1000.0,ABI,0.002213558
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY MONSERRATE BOTELLA NO RETORNABLE 330.0,ABI,0.002161109
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,ABI,0.000169553
AGUILA 0 LATA NO RETORNABLE 355.0,PILSEN CTE LATA NO RETORNABLE 355.0,ABI,0.002161696
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA 0 LATA NO RETORNABLE 355.0,ABI,-0.04810172
AGUILA 0 LATA NO RETORNABLE 355.0,POKER LIGERA BOTELLA RETORNABLE 330.0,ABI,0.002544778
AGUILA 0 LATA NO RETORNABLE 355.0,CORONA CERO LATA NO RETORNABLE 269.0,ABI,0
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA OKTOBERFEST BOTELLA RETORNABLE 330.0,ABI,0.00229151
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE BOTELLA RETORNABLE 750.0,ABI,0.00254189
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA IMPERIAL BOTELLA RETORNABLE 330.0,ABI,0
AGUILA 0 LATA NO RETORNABLE 355.0,BUDWEISER T. LATA NO RETORNABLE 269.0,ABI,0.002927433
AGUILA 0 LATA NO RETORNABLE 355.0,STELLA ARTOIS T. BARRIL NO RETORNABLE null.0,ABI,0.002128945
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE BOTELLA NO RETORNABLE 330.0,ABI,0.002341484
AGUILA 0 LATA NO RETORNABLE 355.0,PILSEN CTE LATA NO RETORNABLE 473.0,ABI,0.002766677
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA RETORNABLE 250.0,ABI,0.002535308
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA OKTOBERFEST LATA NO RETORNABLE 330.0,ABI,0.001966263
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CERO BOTELLA RETORNABLE 330.0,ABI,0.002501281
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE LATA NO RETORNABLE 473.0,ABI,0.001722815
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA NEGRA LATA NO RETORNABLE 355.0,ABI,0.002474187
AGUILA 0 LATA NO RETORNABLE 355.0,BUDWEISER T. LATA NO RETORNABLE 355.0,ABI,0.001884626
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY OTRAS BARRIL NO RETORNABLE null.0,ABI,0.001996777
AGUILA 0 LATA NO RETORNABLE 355.0,CORONITA EXTRA BOTELLA NO RETORNABLE 207.0,ABI,0.002833986
AGUILA 0 LATA NO RETORNABLE 355.0,BUDWEISER T. BOTELLA NO RETORNABLE 250.0,ABI,0.002719666
AGUILA 0 LATA NO RETORNABLE 355.0,POKER LIGERA LATA NO RETORNABLE 330.0,ABI,0.002241097
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA NEGRA BOTELLA RETORNABLE 330.0,ABI,0.002992821
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,ABI,0.002630906
AGUILA 0 LATA NO RETORNABLE 355.0,CUSQUENA CTE BOTELLA NO RETORNABLE 310.0,ABI,0.001391067
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE BOTELLA RETORNABLE 250.0,ABI,0.001459153
AGUILA 0 LATA NO RETORNABLE 355.0,CORONA EXTRA BOTELLA NO RETORNABLE 210.0,ABI,0.002679527
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE BOTELLA RETORNABLE 1000.0,ABI,0.002046557
AGUILA 0 LATA NO RETORNABLE 355.0,BECK'S CTE LATA NO RETORNABLE 330.0,ABI,0.003018363
AGUILA 0 LATA NO RETORNABLE 355.0,PILSEN CTE BOTELLA RETORNABLE 330.0,ABI,0.00201936
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,ABI,0.001930289
AGUILA 0 LATA NO RETORNABLE 355.0,POKER PURA MALTA LATA NO RETORNABLE 330.0,ABI,0.002279543
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CERO LATA NO RETORNABLE 330.0,ABI,0.001551348
AGUILA 0 LATA NO RETORNABLE 355.0,CORONA EXTRA BOTELLA RETORNABLE 330.0,ABI,0.001625379
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA ROJA BOTELLA NO RETORNABLE 330.0,ABI,0.000725168
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 355.0,ABI,0.002093917
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA LIGHT LATA NO RETORNABLE 269.0,ABI,0.001953735
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA CTE BOTELLA RETORNABLE 1000.0,ABI,0
AGUILA 0 LATA NO RETORNABLE 355.0,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,ABI,0.001349407
AGUILA 0 LATA NO RETORNABLE 355.0,REDD'S CTE BOTELLA NO RETORNABLE 250.0,ABI,0.002889337
AGUILA 0 LATA NO RETORNABLE 355.0,CORONA CERO BOTELLA NO RETORNABLE 330.0,ABI,0.002557288
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA NEGRA BOTELLA NO RETORNABLE 330.0,ABI,0.003049397
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA ROJA BOTELLA RETORNABLE 330.0,ABI,0.002526617
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA NEGRA LATA NO RETORNABLE 330.0,ABI,0.001962776
AGUILA 0 LATA NO RETORNABLE 355.0,AZTECA CTE LATA NO RETORNABLE 330.0,ABI,0.001825163
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA DOBLE MALTA LATA NO RETORNABLE 330.0,ABI,0.00218065
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA LIGHT LATA NO RETORNABLE 330.0,ABI,0.001732262
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY LA COTIDIANA LATA NO RETORNABLE 269.0,ABI,0.001927062
AGUILA 0 LATA NO RETORNABLE 355.0,NATIVA T. BOTELLA RETORNABLE 330.0,ABI,0.002323246
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CERO LATA NO RETORNABLE 355.0,ABI,0.003145057
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA RETORNABLE 250.0,ABI,0.002742745
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA BACANA LATA NO RETORNABLE 330.0,ABI,0.001495653
AGUILA 0 LATA NO RETORNABLE 355.0,STELLA ARTOIS T. LATA NO RETORNABLE 250.0,ABI,0.000409858
AGUILA 0 LATA NO RETORNABLE 355.0,PILSEN CTE LATA NO RETORNABLE 330.0,ABI,0.00153588
AGUILA 0 LATA NO RETORNABLE 355.0,BECK'S CTE BOTELLA NO RETORNABLE 275.0,ABI,0.00225881
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA CTE BOTELLA RETORNABLE 330.0,ABI,0.002644341
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 473.0,ABI,0.002254519
AGUILA 0 LATA NO RETORNABLE 355.0,CORONITA EXTRA BOTELLA NO RETORNABLE 210.0,ABI,0.001617941
AGUILA 0 LATA NO RETORNABLE 355.0,POKER CTE LATA NO RETORNABLE 269.0,ABI,0.002101303
AGUILA 0 LATA NO RETORNABLE 355.0,REDD'S CTE LATA NO RETORNABLE 296.0,ABI,0.001921236
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY CHAPINERO BOTELLA NO RETORNABLE 330.0,ABI,0.002200297
AGUILA 0 LATA NO RETORNABLE 355.0,CUSQUENA CTE BOTELLA NO RETORNABLE 330.0,ABI,0.001430252
AGUILA 0 LATA NO RETORNABLE 355.0,STELLA ARTOIS T. BOTELLA NO RETORNABLE 300.0,ABI,0.000670534
AGUILA 0 LATA NO RETORNABLE 355.0,REDD'S CTE BOTELLA RETORNABLE 330.0,ABI,0.00156614
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA 0 BOTELLA RETORNABLE 330.0,ABI,0.001591124
AGUILA 0 LATA NO RETORNABLE 355.0,CORONITA EXTRA BOTELLA RETORNABLE 210.0,ABI,0.003128226
AGUILA 0 LATA NO RETORNABLE 355.0,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,ABI,0.001603776
AGUILA 0 LATA NO RETORNABLE 355.0,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,ABI,0.002109993
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA 0 LATA NO RETORNABLE 330.0,ABI,0.00194514
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CTE LATA NO RETORNABLE 269.0,ABI,0.0018752
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,ABI,0.002292039
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA RETORNABLE 330.0,ABI,0.000465154
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY CAJICA LATA NO RETORNABLE 269.0,ABI,0.003025033
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA RETORNABLE 330.0,ABI,0.0019441
AGUILA 0 LATA NO RETORNABLE 355.0,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA RETORNABLE 330.0,ABI,0.001560287
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA LIGHT BOTELLA RETORNABLE 750.0,ABI,0.000419496
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY CAJICA BOTELLA NO RETORNABLE 330.0,ABI,0.002154234
AGUILA 0 LATA NO RETORNABLE 355.0,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,ABI,0.002229333
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CTE BOTELLA RETORNABLE 1000.0,ABI,0.000357219
AGUILA 0 LATA NO RETORNABLE 355.0,COSTENA BACANA BOTELLA NO RETORNABLE 320.0,ABI,0.000526253
AGUILA 0 LATA NO RETORNABLE 355.0,BOGOTA BEER COMPANY SEPTIMAZO BOTELLA NO RETORNABLE 330.0,ABI,0.00159505
AGUILA 0 LATA NO RETORNABLE 355.0,AGUILA CTE LATA NO RETORNABLE 473.0,ABI,0.002384563
AGUILA 0 LATA NO RETORNABLE 355.0,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,ABI,0.001031491
